UNOME,QTDE
KREVE,1
PREVE,1
CUREVE,1
ESTEVE,2
ZEVE,1
TEIVE,2
OLIVE,2
FONTANIVE,4
MEMBRIVE,1
HAUTRIVE,1
CALVE,1
GONCALVE,1
GALVE,1
SALVE,2
MONSALVE,3
SILVE,1
VALLVE,1
BOVE,1
POLYACOVE,1
KIRCOVE,1
EVEDOVE,2
DELEVEDOVE,6
DELLEVEDOVE,2
BORGONOVE,1
SANSONOVE,1
DESCROVE,1
ALGARVE,1
HERVE,3
HUVE,1
AJAWE,1
GRAWE,1
REWAWE,1
SCHLIEWE,1
DUMHIWE,1
LOWE,3
ROWE,1
DAUWE,1
DUWE,2
KLUWE,2
BAXE,1
LAXE,4
GALAXE,2
FRAXE,4
DEPEXE,1
CAIXE,1
PEIXE,9
TEDERIXE,1
GANDUXE,1
CAYE,6
FAYE,1
NDIAYE,3
HOUSSAYE,1
KAWAYE,1
EYE,1
HEYE,1
OPALEYE,2
SEYE,1
FAKHYE,1
SUNYE,2
BOYE,1
FAJEMIROYE,1
HIRYE,2
INOUYE,1
CAZE,2
GONCAZE,1
GAZE,3
ANTONIAZE,1
YANAZE,3
MUAZE,1
GEOCZE,3
DONADZE,1
STURDZE,2
BUDZE,2
EZONAZOKEMAEZE,1
DANHEZE,1
KANAYZOKIEZE,1
VALEZE,1
BELEZE,2
POLEZE,4
BARLEZE,1
BERLEZE,5
ALBANEZE,1
BODANEZE,1
DELANEZE,1
MILANEZE,2
ZANEZE,1
PINEZE,1
COLONEZE,2
MARONEZE,5
VERONEZE,10
FARNEZE,2
ZAMPEZE,1
LUNGAREZE,1
MAREZE,2
FERRAREZE,2
GUAREZE,1
ZAVAREZE,1
QUIREZE,1
FIOREZE,6
PATREZE,1
WITEZE,2
CONTARTEZE,1
BORTEZE,2
CORTEZE,4
MARQUEZE,2
CANAVEZE,1
IZE,2
GLEIZE,2
SEIZE,1
LIZE,1
SCALIZE,3
BRANDALIZE,2
VALIZE,1
ANNIZE,1
LEOPIZE,1
LEUPIZE,1
MARIZE,1
PARIZE,1
GUARIZE,2
VARIZE,1
MERIZE,1
AGRIZE,1
GUERRIZE,1
LUIZE,1
AZIZE,2
BOLZE,1
SCHOLZE,3
DULZE,1
NZE,1
ANZE,1
GUIANZE,2
MANZE,1
BENZE,1
HENZE,1
HEINZE,2
GONZE,2
BRONZE,8
CUNZE,1
KUNZE,4
CHOZE,1
BELLOZE,1
ARZE,2
DARZE,3
SBERZE,1
DERZE,2
QUATORZE,1
ZORZE,1
TIETZE,1
GOETZE,2
HINTZE,1
KUNTZE,3
KOTZE,1
BUTZE,1
GAUZE,2
RAUZE,1
KRAUZE,3
BUZE,1
DELEUZE,1
KUZE,1
GARZUZE,1
BUYZE,1
GRAAF,1
SCAF,1
NADAF,1
SCHAF,1
SKAF,2
KHALAF,2
KALAF,3
BUZALAF,1
ALELAF,2
CHARAF,2
GRAF,9
LANDGRAF,3
DEGRAF,1
FULLGRAF,1
MARGRAF,2
WALLRAF,1
SARRAF,3
TARRAF,1
ASSAF,8
DOTAF,1
SAUAF,2
RASSUAF,1
GRAEF,7
MENDEF,1
CLEEF,1
HADJIMICHEF,1
HOUKLEF,1
HONNEF,1
KROEF,1
GREF,2
BENYOSEF,1
ASSEF,9
YOUSSEF,7
ESQUEF,1
SCAFF,2
SKAFF,1
RETSLAFF,1
BURZLAFF,1
PATZLAFF,5
RATZLAFF,2
NETZLAFF,1
RETZLAFF,1
TETZLAFF,1
ZITZLAFF,1
GUTZLAFF,1
BRAFF,1
WALDRAFF,1
GRAFF,10
PFALTZGRAFF,3
SARRAFF,3
CRISSAFF,3
SHIGAEFF,1
RAEFF,1
GRAEFF,12
ALHADEFF,1
LEBEDEFF,1
NEDEFF,1
SABANEEFF,1
LONEEFF,1
BRUGEFF,2
TONCHEFF,1
POTASCHEFF,1
VOROBIEFF,1
AFANASIEFF,2
SOUKEFF,1
CLEFF,2
GROEFF,1
KROEFF,3
MICHEREFF,3
GREFF,4
ASEFF,1
RUSSEFF,1
SQUEFF,6
PRINZEFF,1
HARKOVTZEFF,1
NAIFF,5
LITAIFF,7
BIFF,2
NACIFF,1
PFEIFF,1
REIFF,2
RIFF,3
GARIFF,1
LANGENDOLFF,1
ROLFF,1
WOLFF,44
RULFF,1
HANFF,1
SENFF,1
BOFF,27
GRECOFF,1
ROSCOFF,2
BREDOFF,1
DIDOFF,1
RAMIDOFF,1
DEMIDOFF,2
BEREOFF,1
KOFF,2
RUDAKOFF,3
WAKOFF,1
EICKOFF,1
GUBERNIKOFF,1
STARIKOFF,1
NOVIKOFF,1
WALKOFF,1
APRELKOFF,1
WOLKOFF,1
VORONKOFF,1
EVSUKOFF,1
LOFF,2
ANGELOFF,1
NEYELOFF,1
ROLOFF,2
PAULOFF,1
PRODANOFF,2
STOIANOFF,1
MARIANOFF,1
ROMANOFF,1
TARAPANOFF,1
BARANOFF,1
IVANOFF,1
KNOFF,1
PARNOFF,1
ANTIPOFF,1
POPOFF,1
KOMISSAROFF,1
CKAGNAZAROFF,1
DULGHEROFF,1
GROFF,5
IEGOROFF,1
ENGERROFF,1
EYROFF,1
ODINTSOFF,1
SUHOGUSOFF,1
SCHPATOFF,1
KRETCHETOFF,1
GRANITOFF,1
CRISTOFF,1
CHRISTOFF,4
RUOFF,1
HAZOFF,1
BECKEDORFF,1
MOGENDORFF,1
HECKENDORFF,1
BENKENDORFF,1
WALENDORFF,1
GERMENDORFF,2
WESTENDORFF,2
WENDORFF,1
KUNZENDORFF,1
LANGSDORFF,1
HERMISDORFF,1
HERMSDORFF,5
MATSDORFF,1
RUDORFF,1
BUFF,2
KILDUFF,1
HUFF,7
CHUFF,2
PUFF,1
RUFF,1
FANDERUFF,1
PETRUFF,1
KULAIF,2
SAIF,1
BIF,3
NACIF,20
NASCIF,1
LUCIF,1
REIF,1
SEIF,2
DOLIF,1
SHARIF,1
NASSIF,12
LUTIF,1
BOLF,1
LUDOLF,1
RUDOLF,1
STOLF,9
VOLF,1
WOLF,16
DEWULF,1
BOF,4
TABACOF,1
LEVACHOF,1
BISCHOF,1
KIRCHHOF,2
FRAJHOF,1
IMHOF,3
CALDENHOF,1
MITERHOF,1
ALTHOF,1
SPENTHOF,3
ANGHELKOF,1
PALANKOF,1
BOCHILOF,1
ABRAMOF,1
STAIONOF,1
GROF,2
RISTOF,1
KRAPF,1
KAMPF,2
KEMPF,2
SCHLUMPF,1
STUMPF,13
STUNPF,1
MOSCOPF,1
HOPF,1
SCHOPF,6
CANOPF,1
KNOPF,2
KROPF,7
GROSCHUPF,1
ARF,1
CHARF,1
SCHARF,1
SZARF,1
CERF,1
MORCERF,1
DORF,1
ELLDORF,1
HOLDORF,2
PANDORF,1
LANGENDORF,1
DEUTSCHENDORF,1
BENKENDORF,1
MARKENDORF,1
FUHLENDORF,1
ALLENDORF,1
HOTZENDORF,1
POHNDORF,1
SINDORF,2
KASDORF,1
BIESDORF,6
LANGSDORF,1
GELSDORF,1
KOHLSDORF,1
HILSDORF,1
RAMSDORF,1
BEHRENSDORF,1
BAIERSDORF,1
WILLMERSDORF,3
GORSDORF,1
MATSDORF,1
TROSTDORF,2
LUDORF,1
KORF,1
NATORF,1
BALDAUF,1
FRUEHAUF,2
UMLAUF,1
ZULAUF,1
BOURNEUF,1
LEBOEUF,2
HUF,1
KALUF,1
MALUF,31
MACLUF,1
ELUF,1
MAKLUF,1
KALLUF,2
MALOUF,1
WASSOUF,1
BARUF,1
SARRUF,1
LATUF,2
SATUF,2
LETAYF,1
HAAG,9
TERHAAG,2
MAAG,2
ZWAAG,1
SABBAG,5
LUCHTEMBAG,1
SCHLAG,1
SIEDSCHLAG,1
RABENSCHLAG,4
TALMAG,1
FREITAG,17
SONNTAG,2
SCHONTAG,3
MONTAG,2
SONTAG,2
FINGSTAG,1
PFINGSTAG,1
MITTAG,1
FRAYTAG,1
ASSAYAG,1
ASBEG,1
HEG,1
PIRTOUSCHEG,2
PLUCHEG,1
SAIEG,1
RIEG,1
SIEG,2
STREG,1
HOLLWEG,2
SAYEG,2
AGG,1
FAGG,1
GAGG,2
EGG,2
ABEGG,2
LEGG,1
SAIGG,1
WRIGG,1
WIGG,2
OGG,1
GOLDENZWAIG,1
FIEBIG,2
LIEBIG,2
HELBIG,2
HILBIG,4
BOMBIG,1
KOBIG,1
HERBIG,2
REDDIG,1
REDIG,3
WEDIG,1
RANDIG,2
INDIG,1
WURDIG,4
LEIG,1
FLEIG,7
WEIG,1
SCHWEIG,1
GOLDENZWEIG,1
ROSENZWEIG,1
HEIFFIG,1
HAIFIG,1
SEELIG,3
SELIG,1
GOTTSELIG,1
MEHLIG,1
UHLIG,1
HEILIG,1
BILLIG,2
HILLIG,2
WILLIG,7
ZILLIG,2
POLLIG,1
TORLIG,1
KULIG,1
LEIMIG,3
IMMIG,1
HUMMIG,1
KOENIG,2
WENIG,1
WILTUSCHNIG,1
HEINIG,1
LEINIG,2
REINIG,2
KIRCHPFENNIG,1
SCHIMMELPFENNIG,1
HENNIG,9
HINNIG,1
KONIG,11
ZORNIG,1
BRAUNIG,1
BREUNIG,4
PIZYSIEZNIG,1
ROIG,2
PROIG,1
MARROIG,1
ESPIG,4
GABRIG,2
ERIG,5
SEERIG,1
HERIG,1
KEHRIG,1
ROEHRIG,3
ROHRIG,4
RORIG,1
HERRIG,1
ROHSIG,1
KREISIG,2
BROSIG,1
LASSIG,1
PASSIG,2
SAUERESSIG,4
REISSIG,1
DREISSIG,1
SCHOSSIG,1
RUSIG,1
WAHRHAFTIG,2
FERTIG,1
LITTIG,3
CALABUIG,1
PUIG,3
LADVIG,1
LUDVIG,7
HELLVIG,1
BERVIG,1
LADWIG,4
LUDWIG,27
LADEWIG,1
HELLWIG,5
BERWIG,4
COSWIG,2
HATWIG,1
NENTWIG,1
NEUNZIG,1
UTZIG,7
RUTZIG,1
CWAJG,1
GOTSCHALG,1
ILG,1
NG,1
ANG,2
FANG,3
WEIGANG,1
ERGANG,1
IRGANG,2
FREYGANG,1
HANG,2
CHANG,13
NOCHANG,1
SCHANG,1
NOSCHANG,2
ZHANG,1
CHIANG,2
LIANG,1
KANG,3
LANG,19
WERLANG,22
RANG,1
GRIESANG,3
HOSANG,1
DETANG,1
HUANG,4
CHUANG,2
HOUANG,1
WANG,4
HWANG,4
KWANG,1
YANG,5
ZANG,2
FENG,1
JINFENG,1
SCHIMMELPFENG,1
CHENG,7
SHENG,1
MENG,1
PENG,2
TSENG,1
WENG,1
ZENG,1
BING,1
GEBING,1
KLEINUBING,6
AMAECING,1
MEDING,1
GNEIDING,1
SPALDING,1
ANDING,1
TONDING,2
HARDING,1
ALLERDING,1
HOMMERDING,2
BOEING,4
WULFING,1
HING,1
CHING,2
PISCHING,1
HINSCHING,1
ERSCHING,2
WASHING,1
KING,1
BOECKING,1
GOECKING,1
FOCKING,4
SCHLUCKING,2
POELKING,1
POLKING,1
LING,1
EBLING,6
EDLING,1
WENDLING,12
GRUNDLING,2
BELING,4
EBELING,4
WENDELING,1
HELING,1
KIELING,14
NIELING,1
SCHMELING,1
KRELING,5
HOEFLING,1
STREFLING,1
HOFLING,1
BEHLING,7
GEHLING,3
STEHLING,1
WEHLING,1
FRIHLING,1
ROHLING,4
KROHLING,2
DETHLING,1
KLING,3
STECKLING,2
WIEBBELLING,2
DELLING,1
KELLING,2
KOELLING,1
KRELLING,4
STELLING,4
SCHILLING,3
COLLING,3
KOLLING,5
MOLLING,2
MULLING,3
GRAMLING,1
DEIMLING,3
WARMLING,2
BRAUNLING,1
QIAOLING,1
ROLING,1
DARLING,1
KARLING,1
STARLING,15
ERLING,2
EBERLING,1
GERLING,2
TIERLING,2
SPERLING,7
STERLING,2
WETTERLING,1
VERLING,1
EVERLING,2
EWERLING,2
ORLING,1
NORLING,1
GOSLING,3
KIESSLING,1
WESSLING,1
GOSSLING,1
SUTTLING,1
BEUTLING,1
KAULING,3
DOWLING,1
NEUTZLING,3
MING,2
HEMING,2
FLEMING,7
KOLMING,1
HAMMING,1
FLEMMING,1
FROEMMING,2
FROMMING,1
CUMMING,1
SCHIMULFENING,1
OENING,2
KRENING,1
FAHNING,1
LUHNING,1
HINING,1
KANNING,1
BENNING,1
PFENNING,2
HENNING,12
OENNING,4
WENNING,1
SCHWENNING,1
HINNING,1
CONING,1
HUNING,3
BLUNING,1
BRUNING,5
BOING,7
PING,1
SCHOEPPING,1
POPPING,1
HARING,1
BRING,1
WALKBRING,1
ALBRING,1
BERING,1
WEBERING,1
DERING,1
GERING,1
WIGGERING,1
HERING,5
BHERING,14
DECHERING,1
SHERING,1
DIERING,1
KLERING,2
DETMERING,1
DOERING,2
FLOERING,1
BROERING,11
PERING,1
STERING,2
KESTERING,1
NEHRING,1
BUEHRING,1
GOHRING,1
BUHRING,1
LUHRING,1
KESSELRING,1
LEICHSENRING,1
GONRING,1
DORING,5
BORRING,1
KESTRING,2
THESING,2
SCHLIESING,2
BOESING,2
EISING,1
CALSING,5
KALSING,4
BULSING,2
BOSING,1
ROSING,1
MASSING,3
REUSING,1
TING,4
EFFTING,4
SCHLICHTING,8
SCHLISCHTING,1
DUCHTING,1
FRUCHTING,1
KORTING,1
FAISTING,2
KERSTING,2
COTTING,1
IRVING,1
SZWARCWING,1
ELWING,1
DELWING,1
XING,2
YING,1
HEYING,1
IZING,1
CONG,1
SCHARDONG,8
FONG,2
CHONG,2
CUNHONG,1
ZHONG,1
JONG,3
LONG,1
ZIMOLONG,1
FURLONG,2
FREMPONG,1
ARMSTRONG,4
SONG,2
WONG,6
KWONG,1
YONG,1
CHEUNG,5
LEUNG,2
HUNG,2
CHUNG,5
IUNG,3
LIUNG,1
JUNG,30
LAUTERJUNG,1
KRONUNG,1
YOUNG,10
RUNG,2
YUNG,3
EYNG,4
MOG,2
PIEROG,1
OLZOG,1
HERZOG,11
HERTZOG,2
BARG,1
GOLDBARG,2
GINZBARG,1
ZWARG,1
SHMULERG,1
NOMERG,2
GOERG,1
LASPERG,1
ZAJDENVERG,1
FELDBORG,1
GEORG,8
SORG,1
ONEZORG,1
BOZORG,1
MAINBOURG,1
DUBOURG,1
TRIBUG,2
VIUG,1
HASTENPFLUG,2
KLUG,10
KRUG,13
CHAOUBAH,1
MUCOUCAH,1
CADDAH,2
DAHDAH,3
SHAH,1
ALISHAH,1
RAMACHANDRAIAH,1
JAHJAH,1
DJAHJAH,1
ABDALAH,2
ABDALLAH,5
MALLAH,1
KHAIRALLAH,1
ATALLAH,4
ULLAH,1
SALAMAH,1
HOSANNAH,1
HINNAH,3
FARAH,18
BUFARAH,1
SARAH,3
ANSARAH,1
GRAH,1
PESAH,1
PATAH,1
FATTAH,2
REVAH,1
TAYAH,1
SOBH,1
SCHALDACH,1
KONDACH,1
BLACH,1
GUNDLACH,1
FLACH,23
MILACH,1
SCHARLACH,1
GERLACH,4
GMACH,1
KLIMACH,1
STELMACH,1
STALLMACH,1
SCHARMACH,2
EAMANACH,1
KERSANACH,2
VOGNACH,1
BANNACH,2
BONACH,1
PACH,1
SPACH,1
GRIESPACH,1
TRESPACH,1
AIPPERSPACH,1
BRACH,2
MARRACH,1
JURACH,3
VERENHITACH,1
GUACH,1
SCHWACH,1
AYACH,3
ABECH,1
CECH,1
HECH,1
SWIECH,2
ZIECH,2
LECH,2
PELECH,1
PLECH,3
CARLECH,2
DIMECH,2
DEMENECH,2
DOMENECH,2
DALMONECH,3
BOECH,2
KOECH,2
PECH,1
RECH,57
SFRENDRECH,1
DERECH,1
TECH,1
MENTECH,1
AYECH,1
ZECH,1
MEZECH,2
DUGAICH,1
MAICH,3
GOLDRAICH,1
WAINERAICH,1
ABICH,1
LIEBICH,1
BAIBICH,1
KREIBICH,1
STIBICH,1
TOBICH,1
WENDICH,1
EICH,2
GLEICH,1
SCHLEICH,3
GRUNEICH,1
SPEICH,1
TEICH,1
WEICH,1
FICH,1
KICH,3
MIKICH,2
CHEPALICH,2
SALICH,1
SCHAIBLICH,2
HADLICH,3
WEIDLICH,3
ENDLICH,7
FRAJNDLICH,1
BELICH,2
CELICH,1
SARDELICH,1
FROELICH,3
HOEFLICH,1
STEGLICH,3
FROEHLICH,7
FROHLICH,8
BILICH,1
FREJLICH,1
GULLICH,2
GRAMLICH,1
HEIMLICH,1
NICOLICH,1
POLICH,1
KUPLICH,3
GARLICH,1
ERLICH,1
SEIBERLICH,1
SAUBERLICH,1
WUNDERLICH,3
WERLICH,2
WAHRLICH,1
EHRLICH,1
DISLICH,1
GUTLICH,1
KRAULICH,1
JULICH,1
VITULICH,1
GEROLIMICH,1
IMMICH,4
TOMICH,4
GOIDANICH,3
RUBENICH,2
VLAINICH,1
BUVINICH,1
MANNICH,2
MONICH,2
BERNICH,1
TORNICH,1
BOSNICH,1
MUSSNICH,1
PICH,5
LEPPICH,1
HERPICH,6
ESPICH,1
RICH,1
BERDARICH,1
GABRICH,5
CALABRICH,1
ULBRICH,4
HAUBRICH,1
FAEDRICH,1
DIEDRICH,11
FRIEDRICH,22
FREDRICH,2
HEIDRICH,5
WALDRICH,2
ANDRICH,5
WERBERICH,1
FRIEDERICH,3
HEIDERICH,3
ODERICH,3
ULLERICH,2
ULERICH,1
EMERICH,5
KEMERICH,1
EMMERICH,2
KEMMERICH,3
FENERICH,4
KOERICH,11
WESTERICH,2
WETTERICH,1
DITTERICH,1
MANGRICH,2
WAIHRICH,2
ROHRICH,2
FUHRICH,1
WEIRICH,8
WILLRICH,7
ULLRICH,2
ULRICH,5
EMRICH,2
HOMRICH,9
FENRICH,1
HENRICH,1
HEINRICH,1
HENNRICH,1
DIETRICH,13
WALTRICH,1
POTRICH,7
ETTRICH,1
DIETTRICH,2
DITTRICH,7
WOTTRICH,4
AURICH,3
SCHAURICH,1
EURICH,3
SCHEURICH,1
TOMASICH,1
PERSICH,1
COSSICH,1
PERKUSICH,1
HORVATICH,2
MALETICH,1
ANTICH,1
PORTICH,1
FAULSTICH,3
VICH,1
LAVICH,2
MARICEVICH,1
KOZAKEVICH,1
YANKELEVICH,1
VASILEVICH,1
BARICHIVICH,1
LEIBOVICH,1
BOZICOVICH,1
ZVIETCOVICH,1
ITZCOVICH,1
DAVIDOVICH,2
PEREGOVICH,1
MALAJOVICH,1
VELICHKOVICH,1
IVANKOVICH,1
ZENKOVICH,1
JAIMOVICH,1
PANOVICH,2
ARANOVICH,3
YOVANOVICH,1
RABINOVICH,1
SHCHESNOVICH,1
VLADIMIROVICH,1
DOCTOROVICH,1
PETROVICH,1
MIAGOSTOVICH,1
JORCUVICH,1
LUDWICH,1
BOGOEWICH,1
DOWICH,1
ZOROWICH,1
DARWICH,2
DERWICH,1
SELCH,1
WELCH,2
ANZOLCH,2
SIMCH,2
BIANCH,1
BRANCH,1
FRANCH,3
WANCH,1
TRENCH,5
LINCH,1
WINCH,3
RONCH,2
DARONCH,5
MUNCH,1
WUNCH,1
LYNCH,2
OCH,1
BADOCH,1
GOCH,1
HOCH,2
KOCH,24
LOCH,9
STALOCH,1
BLOCH,5
WIELOCH,1
KLOCH,1
CULLOCH,1
VOLOCH,2
MARLOCH,2
NARLOCH,2
MOTLOCH,1
MOCH,1
DEMOCH,1
ENOCH,1
LENOCH,1
KNOCH,2
ALNOCH,1
ROCH,1
BROCH,6
SKROCH,1
BORROCH,1
ATROCH,3
ZOCH,4
BEMPCH,1
LEBARCH,1
MARCH,3
DEMARCH,1
KERCH,1
LERCH,1
KIRCH,3
STEINKIRCH,1
BORCH,1
PORCH,1
STORCH,13
BURCH,1
ASCH,1
BAASCH,2
RAASCH,6
LASCH,1
RASCH,4
TYRRASCH,1
GABSCH,1
RABSCH,1
CLEBSCH,2
ESCH,2
BESCH,2
KIRCHESCH,1
PROKESCH,1
FLESCH,4
MESCH,1
JANESCH,2
HANNESCH,1
BOESCH,2
LOESCH,4
MOESCH,4
ROESCH,2
RESCH,5
MARESCH,2
DRESCH,19
KRESCH,1
TESCH,6
LANGSCH,1
BAISCH,1
BISCH,4
REISCH,2
BREISCH,1
ALBREISCH,1
FISCH,1
GUGISCH,1
JACKISCH,1
WELLISCH,1
ROMISCH,1
HANISCH,4
JANISCH,1
JAENISCH,2
JENISCH,1
HEINISCH,1
HARNISCH,1
STROISCH,1
KAPISCH,1
BARISCH,1
FRISCH,1
KOSTRISCH,1
KARAVISCH,1
WISCH,1
LAWISCH,2
DAROWISCH,1
DUMSCH,1
JAENSCH,1
MENSCH,4
FRENSCH,1
WUENSCH,1
WUNSCH,5
BOSCH,4
FOSCH,1
GOSCH,2
DLUHOSCH,2
LOSCH,1
POSCH,1
ROSCH,1
WOSCH,1
LEPSCH,2
KOPSCH,1
KLOPSCH,1
KUPSCH,1
CARSCH,1
BERSCH,7
THIERSCH,4
LERSCH,2
VERMERSCH,1
GOERSCH,1
POERSCH,4
PERSCH,2
HIRSCH,13
KIRSCH,10
DORSCH,1
MORSCH,8
PORSCH,1
DATSCH,1
PUGATSCH,1
LATSCH,1
KONDLATSCH,1
TRATSCH,1
TATSCH,15
DETSCH,1
PRIETSCH,6
LETSCH,2
PLETSCH,12
PETSCH,1
ZWETSCH,3
MEDITSCH,1
DELITSCH,1
PAULITSCH,3
NITSCH,2
PITSCH,1
TOPITSCH,1
FRITSCH,14
DAVIDOVITSCH,1
BUTKEWITSCH,1
JANKOWITSCH,1
UGRINOWITSCH,2
JANTSCH,9
POTSCH,2
BARTSCH,2
UTSCH,3
DEUTSCH,6
BAUSCH,1
RAUSCH,2
KOHLRAUSCH,3
BUSCH,5
WIEBUSCH,2
LEKEBUSCH,1
SENGBUSCH,1
CALBUSCH,1
RODEMBUSCH,1
RODENBUSCH,1
FUECHTENBUSCH,1
DORNBUSCH,2
TYBUSCH,2
KREUSCH,3
BOHUSCH,1
HANUSCH,1
PUSCH,2
RUSCH,3
BRUSCH,1
PATZSCH,3
DIETZSCH,1
POLEGATCH,2
PRIETCH,1
NAIDITCH,1
TOMITCH,1
SLYWITCH,1
CAUTCH,1
KUHBAUCH,1
GAUCH,2
HAUCH,1
KNOBLAUCH,2
MAUCH,3
CLAPAUCH,1
RAUCH,4
STRAUCH,3
BUCH,1
AVERBUCH,1
DUCH,1
ABDUCH,1
KREUCH,1
HUCH,1
TARARTHUCH,1
ORCIUCH,1
KUCH,1
MAKUCH,1
GALUCH,1
PALUCH,3
KLUCH,1
BAROUCH,1
FATTOUCH,1
PUCH,1
PAMPUCH,1
TRAMPUCH,1
BRUCH,9
HIRSCHBRUCH,1
STEIMBRUCH,1
STEINBRUCH,1
PERUCH,2
AWRUCH,2
SUCH,1
FAINTUCH,1
ATTUCH,2
PAZUCH,3
WYPYCH,1
FREDRYCH,1
SFENDRYCH,1
FRYDRYCH,1
LISKEVYCH,1
ZYCH,2
LINDH,1
SABEH,1
SHIHADEH,1
JALALZADEH,1
ODEH,2
ZARDEH,1
JUDEH,2
KHECHEH,1
CHIEH,1
GHIEH,2
SHIEH,1
HSIEH,1
RAJEH,1
FALEH,2
MALEH,2
SALEH,3
RAMEH,4
KAREH,1
ZEH,1
MAAGH,2
SABAGH,2
SABBAGH,4
HARDAGH,1
CREAGH,1
SAYEGH,2
GREENHALGH,2
VALCARENGH,1
SINGH,2
HATTINGH,2
BALOGH,1
KROGH,1
MERGH,1
FELSEMBURGH,1
FELZEMBURGH,2
GOUGH,1
WADIH,1
KMEIH,1
CHIH,1
SHIH,2
AGRANIONIH,1
GUEPFRIH,1
MASIH,2
ABDULMASSIH,1
CHEIKH,1
POLSKIKH,1
JALKH,1
GEALH,1
KUNH,1
OH,2
BOH,1
ISSASBOH,1
KOH,2
LOH,1
LANGELOH,1
KLOH,3
JOSEPH,5
JOUSSEPH,1
RUDOLPH,1
MUSSHOPH,1
CHRISTOPH,1
SCRUPH,1
CAVENDISH,5
MISHMISH,1
DEVONISH,1
WALSH,5
GHOSH,2
BENARROSH,3
MCINTOSH,1
TATSH,1
BUSH,1
BATH,3
ABATH,1
BENSABATH,1
RABBATH,1
FATH,1
BIATH,1
MARIATH,3
NOOBLATH,1
PLATH,1
ZIEMATH,2
SCHNATH,1
DONATH,2
PONATH,1
BIERNATH,1
ROATH,1
RATH,2
SARATH,1
MILBRATH,1
BECKERATH,2
SCHAFFRATH,1
MCGRATH,1
PIRATH,2
HERKRATH,2
SCHNELLRATH,1
KONRATH,4
KUNRATH,8
PORATH,1
SERRATH,3
ASTRATH,1
NAURATH,1
HEMESATH,2
HORVATH,5
BENEZATH,1
DODTH,1
ELIZABETH,1
GOBETH,1
MANGETH,1
PICHETH,1
RIETH,3
WIETH,2
HESKETH,2
LAZAMETH,1
NEMETH,1
BORGNETH,2
MULINETH,1
BONETH,1
SOETH,1
MACHARETH,1
NASARETH,1
NAZARETH,39
MORETH,4
SUETH,2
DONIZETH,1
AITH,2
SAITH,1
FLEITH,1
MEITH,1
ZABLITH,1
ZAMITH,7
SCHMITH,4
SCHIMITH,2
SMITH,35
DUMITH,1
HAVENITH,1
VITH,1
ABRAMOVITH,1
DUIZITH,1
MARCANTH,1
BRANTH,1
HYACIENTH,2
BOTH,16
HALBOTH,1
KOTH,1
LOTH,4
DUFLOTH,1
ROTH,19
BEROTH,1
HAVEROTH,1
KROTH,10
PERLROTH,1
KLIMROTH,1
HAVERROTH,2
HAWERROTH,2
ABENTROTH,1
TOTH,3
BARTH,25
ROTHEBARTH,1
ROTHBARTH,1
HACKBARTH,4
NEUBARTH,1
RUBARTH,1
CARTH,1
GODARTH,1
SEYFFARTH,1
WOLFARTH,2
HEIMFARTH,3
LIARTH,2
MARTH,1
SMARTH,1
LENARTH,1
SCHONARTH,1
DOARTH,1
WARTH,2
EGEWARTH,1
ZARTH,6
WHEBERTH,1
GUIZALBERTH,1
ENGELBERTH,1
RAICHERTH,2
ENGLERTH,1
WECKEVERTH,1
NEIVERTH,1
HIRTH,1
WIRTH,4
ORTH,6
BORTH,1
PENAFORTH,1
BOARDSWORTH,1
AINSWORTH,1
BURTH,1
ASTH,1
HORSTH,2
AUTH,4
FAUTH,5
LAUTH,1
BLAUTH,4
GRIMAUTH,1
HENAUTH,1
KNAUTH,3
BRUNAUTH,1
HEILBUTH,3
GUTH,4
FILGUTH,1
JUNGBLUTH,2
KLUTH,1
WOHLGEMUTH,2
WOLHMUTH,1
WERMUTH,3
WACHSMUTH,1
WASSMUTH,1
KNUTH,6
ZAHLOUTH,2
RUTH,2
BEIRUTH,2
GARRUTH,1
URRUTH,3
AYRUTH,1
SINIMBUH,1
HOLSCHUH,1
HOLZSCHUH,4
SARROUH,1
MASSOUH,2
POVH,2
FAYH,1
WEYH,1
I,5
AI,1
CHIABAI,3
SABAI,2
TABAI,2
JEBAI,1
DIBAI,3
CZARNOBAI,1
CHORNOBAI,1
BARBAI,1
MADICAI,1
ORCAI,1
NADAI,16
DENADAI,9
MANDAI,2
FAI,1
GAI,6
KUMAGAI,2
NAGAI,5
KONAGAI,1
YATAGAI,1
IGAI,1
BIGAI,1
ISHIGAI,1
MENGAI,2
SUGAI,8
HATUGAI,1
HAI,2
CHAI,1
VERCHAI,1
OSHAI,1
OCHIAI,1
PAGLIAI,1
PIAI,2
INDJAI,1
KAI,3
MIKAI,1
SHINKAI,3
AXONAXOKAI,1
BERKAI,1
TAUKAI,1
FUKAI,1
MUKAI,2
KOMUKAI,1
BOUKAI,1
LAI,1
MACALAI,1
BALLALAI,2
DELAI,4
ESCALDELAI,1
SCANDELAI,2
SCARDELAI,2
VASSELAI,2
KLAI,1
CALLAI,3
GALLAI,1
SALLAI,1
DELLAI,1
NICOLAI,2
BORTOLAI,1
SOBOSLAI,1
ZULAI,1
MAI,7
PASSAMAI,2
POSSAMAI,17
ZAMAI,1
NOIZOKEMAI,1
IMAI,8
OMAI,1
COSMAI,1
GUSMAI,1
KUMAI,2
