UNOME,QTDE
VALVIESSE,1
LOUVISSE,1
ROSSE,1
GROSSE,1
KRAUSE,1
KRUSE,1
ABBATE,1
TISCATE,1
GUARATE,1
ZARATE,1
FRATE,1
GARCETE,1
CADETE,1
ESTIVALETE,1
SOPELETE,1
COLETE,1
BORTOLETE,1
GASPARETE,1
GORETE,1
NAVARRETE,1
SETE,1
QUITETE,1
CATTETE,1
MERIGUETE,3
ROQUETE,1
CALVETE,1
COITE,1
PROITE,1
CAETITE,1
ALTE,1
MERCADANTE,2
FANTE,2
TRAGANTE,1
BRILHANTE,5
VOLANTE,1
AMANTE,1
BUSTAMANTE,1
BONANTE,1
PANTE,1
AMARANTE,4
ALMIRANTE,1
FIORANTE,1
DURANTE,1
BASANTE,1
ASSANTE,1
CONSTANTE,1
BRIZANTE,1
VICENTE,13
NASCENTE,1
CRESCENTE,1
POSSIDENTE,1
MACIENTE,1
CALENTE,1
VALENTE,32
GEMENTE,1
CLEMENTE,12
BOENTE,1
RENTE,2
PARENTE,20
PUENTE,1
BENEVENTE,1
RAZENTE,1
NOVINTE,1
CONTE,1
FONTE,1
MONTE,18
PONTE,8
VIDOTE,1
CARDOTE,1
CAPINGOTE,1
MARTELLOTE,1
NEPOTE,1
PIEROTE,1
BARROTE,1
SOTE,1
RICARTE,3
RODARTE,1
DIARTE,1
LIARTE,1
GULARTE,2
GOULARTE,2
LOMPARTE,1
SUZARTE,1
ZUZARTE,1
LAFERTE,1
CORTE,1
DELACORTE,1
FORTE,1
PENAFORTE,1
SALORTE,1
MORTE,3
NORTE,1
PORTE,1
LESTE,1
CELESTE,1
ACIPRESTE,1
SISTE,1
TOSTE,1
AGATTE,1
MATTE,2
TERREMATTE,1
MICHELETTE,1
BERSSANETTE,1
ZANETTE,2
SETTE,1
ROQUETTE,1
BARQUETTE,2
LAFAYETTE,3
BITTE,1
CRENITTE,1
DEVITTE,1
MAZACOTTE,1
FIOROTTE,1
ANUTE,1
LIGABUE,1
CHAIBUE,1
CADENGUE,1
INOUE,2
BENDELAQUE,1
GEMAQUE,1
DUDEQUE,1
FRADIQUE,1
ALFRADIQUE,1
SERIQUE,1
HENRIQUE,17
OURIQUE,1
CHOQUE,1
ROQUE,7
LAROQUE,1
MARQUE,1
BUARQUE,1
DALBUQUERQUE,1
TURQUE,2
RESQUE,1
DUQUE,3
DELDUQUE,1
MRUE,1
JOSUE,1
FAVE,1
CLAVE,1
SALLENAVE,2
SOAVE,1
GRAVE,1
DAPIEVE,1
GREVE,1
ZEVE,1
OLIVE,1
FONTANIVE,2
MEMBRIVE,1
VALLVE,1
BOVE,1
LAXE,1
GALAXE,1
FRAXE,1
PEIXE,2
MUAZE,1
POLEZE,1
LUNGAREZE,1
FERRAREZE,1
QUIREZE,1
MONTEZE,1
LUIZE,1
BRONZE,1
DARZE,1
GOETZE,1
KUNTZE,1
GAUZE,1
KUZE,1
RAZZE,1
VITTORAZZE,1
ALELAF,1
SARRAF,1
ASSAF,3
ASSEF,1
YOUSSEF,1
PATZLAFF,1
RATZLAFF,1
PFALTZGRAFF,1
NEDEFF,1
GREFF,1
SQUEFF,1
NAIFF,1
WOLFF,3
BOFF,3
DIDOFF,1
RUDAKOFF,2
EICKOFF,1
LOFF,1
POPOFF,1
LANGSDORFF,1
HERMSDORFF,1
RUDORFF,1
HUFF,1
KULAIF,1
NACIF,3
SHARIF,1
WOLF,2
BOF,1
KIRCHHOF,1
IMHOF,1
KAMPF,2
KNOPF,1
KROPF,1
BENKENDORF,1
SINDORF,1
BEHRENSDORF,1
MALUF,4
HAAG,1
MAAG,1
FREITAG,2
STREG,1
RANDIG,1
HEILIG,1
LEIMIG,1
KONIG,1
ESPIG,1
GABRIG,1
ERIG,1
SEERIG,1
SAUERESSIG,1
SCHOSSIG,1
LUDVIG,2
LUDWIG,1
UTZIG,2
ANG,1
CHANG,1
LANG,2
WERLANG,1
KWANG,1
PENG,1
AMAECING,1
EBELING,1
BEHLING,1
KOLLING,1
GRAMLING,1
SPERLING,1
WETTERLING,1
KIESSLING,1
WESSLING,1
DOWLING,1
MING,1
HUNING,1
BOING,1
HERING,1
BHERING,3
DETMERING,1
FLOERING,1
GONRING,1
BULSING,1
SCHLICHTING,1
DUCHTING,1
SCHARDONG,1
SONG,1
YONG,1
CHEUNG,1
IUNG,1
YOUNG,1
YUNG,1
OLZOG,1
HERZOG,4
GINZBARG,1
KLUG,1
KRUG,1
DAHDAH,1
HOSANNAH,1
HINNAH,1
FLACH,2
TRESPACH,1
PELECH,1
DALMONECH,1
RECH,4
MEZECH,1
GRUNEICH,1
WEIDLICH,1
ENDLICH,2
CELICH,1
FROELICH,1
FROEHLICH,1
FROHLICH,1
NICOLICH,1
POLICH,1
WERLICH,1
DISLICH,1
GEROLIMICH,1
TOMICH,1
GOIDANICH,2
DIEDRICH,1
FRIEDRICH,2
WALDRICH,1
FENERICH,2
KOERICH,1
WILLRICH,1
EURICH,1
ANTICH,1
MARICEVICH,1
LEIBOVICH,1
VELICHKOVICH,1
ARANOVICH,1
PETROVICH,1
DARWICH,1
BIANCH,1
WINCH,1
DARONCH,1
MUNCH,1
LYNCH,1
KOCH,1
LOCH,1
BLOCH,1
NARLOCH,1
STORCH,1
RAASCH,1
HANNESCH,1
MOESCH,1
TESCH,2
LANGSCH,1
GUGISCH,1
WELLISCH,1
FRISCH,1
WUNSCH,1
FOSCH,1
KLOPSCH,1
BERSCH,1
KIRSCH,1
TATSCH,1
PAULITSCH,1
UTSCH,1
BUSCH,1
BOHUSCH,1
RUSCH,1
DIETZSCH,1
POLEGATCH,1
MOSCAVITCH,1
ZAHAIKEVITCH,1
GAUCH,1
BUCH,1
PALUCH,1
BRUCH,1
HIRSCHBRUCH,1
FREDRYCH,1
ZYCH,1
KHECHEH,1
SAYEGH,1
GOUGH,1
SHIH,1
GUEPFRIH,1
OH,1
KLOH,1
JOSEPH,2
RUDOLPH,1
MISHMISH,1
BENARROSH,1
BATH,2
MARIATH,1
BECKERATH,1
HERKRATH,1
SCHNELLRATH,1
ASTRATH,1
BORGNETH,1
SOETH,1
MACHARETH,1
NASARETH,1
NAZARETH,4
SCHMITH,1
SMITH,7
ABRAMOVITH,1
BOTH,1
LOTH,1
ROTH,1
TOTH,1
BARTH,2
RUBARTH,1
ORTH,1
GRIMAUTH,1
GUTH,1
CHIABAI,1
CZARNOBAI,1
NADAI,2
DENADAI,1
ISHIGAI,1
KAI,1
SCARDELAI,1
SOBOSLAI,1
MAI,1
POSSAMAI,1
COSMAI,1
YANAI,1
ZANDONAI,1
SHIRAI,1
POSTAI,1
PARAGUAI,1
NAVAI,1
ROVAI,1
GABI,1
GOBBI,1
ZOGHBI,1
BALBI,2
JACOBI,2
GARBI,1
SGARBI,1
PROCACI,1
PERACI,1
FACCI,1
BRACCI,1
RICCI,2
COBUCCI,1
CHECCUCCI,1
MENICUCCI,1
DUCCI,1
GUIDUCCI,1
NARDUCCI,1
ANDREUCCI,1
SCANDIUCCI,1
CAPELUCCI,1
GALLUCCI,1
BELLUCCI,1
COLUCCI,1
NUCCI,1
MENUCCI,1
PETRUCCI,1
TUCCI,2
BAPTISTUCCI,1
OBICI,1
DOMENICI,1
DOMINICI,3
HERSCOVICI,1
ABRAMOVICI,2
FALCI,1
DOLCI,1
LORENCI,1
CONCI,1
CHERCI,1
LICURCI,1
TURCI,1
MENEGUCI,1
ANGELUCI,1
PERRUCI,1
SAADI,1
READI,1
ARADI,1
CORRADI,2
RIEDI,1
PEDI,1
TANCREDI,1
OFFREDI,1
VEDI,1
BELAIDI,1
BRIDI,2
SIDI,1
GUIDI,3
RAMBALDI,1
FUSCALDI,1
GRIMALDI,2
NALDI,1
RINALDI,1
CREPALDI,2
FITTIPALDI,1
ARALDI,2
BARALDI,1
GIRALDI,1
CATALDI,2
FELPOLDI,1
SAVOLDI,1
ORLANDI,2
BRANDI,1
MORANDI,1
BIONDI,1
ROTONDI,1
LODI,2
BARDI,1
BOMBARDI,1
LOMBARDI,2
PICCARDI,1
BIANCARDI,1
MINGARDI,1
GALHARDI,1
RICCIARDI,1
GAGLIARDI,1
MIGLIARDI,1
GHELARDI,1
FILARDI,1
NARDI,5
DENARDI,1
GIOVENARDI,1
FINARDI,1
BERNARDI,2
LUNARDI,1
BARARDI,1
GIRARDI,3
GUIRARDI,1
COSTARDI,1
GOTTARDI,1
GUIZARDI,1
GUIZZARDI,2
LUZZARDI,1
VERDI,1
RICORDI,1
AUDI,1
KABOUDI,1
MORADEI,1
MAFEI,1
VANDERLEI,3
WANDERLEI,1
KAMEI,1
BARTOLAMEI,1
BARTOLOMEI,1
REI,1
MATEI,1
MAZZEI,2
CALEFFI,1
BIFFI,1
CIOFFI,1
ZUFFI,1
GHELFI,1
GUELFI,1
ANTINOLFI,1
ASTOLFI,1
TUBAGI,1
BARDAGI,1
BAGAGI,1
BIAGI,2
MESSAGI,1
BIAGGI,1
MAGGI,1
RAGGI,1
GHIGGI,2
RUGGI,1
CUTIGI,1
LUIGI,1
GIVIGI,1
CAZANGI,1
LIMONGI,3
GREBOGI,1
MELAHI,1
MEZRAHI,1
ADACHI,2
KOGACHI,1
KAMIKAWACHI,1
BACCHI,1
MUSTACCHI,1
CASALECCHI,1
SECCHI,2
VECCHI,1
BROCCHI,1
WECHI,1
AKAICHI,1
DECHICHI,1
IJICHI,1
BONAMICHI,1
SAMBUICHI,1
BIULCHI,1
BIANCHI,8
ZANCHI,1
MAROCHI,1
MANZOCHI,1
MARCHI,3
DEMARCHI,1
MARRASCHI,1
FRANCESCHI,1
CANESCHI,1
MORESCHI,1
BOSCHI,1
FOSCHI,1
BRIOSCHI,1
PALOSCHI,1
BEDUSCHI,1
BRUSCHI,1
CISLAGHI,1
COLNAGHI,1
ZANDOMENIGHI,1
VALDRIGHI,1
FEDERIGHI,1
ARDENGHI,2
VALCARENGHI,1
LONGHI,1
BORGHI,1
GOLINELHI,1
MAGANHI,1
MENEGATHI,1
II,2
HAJI,1
IKESHOJI,1
TSUJI,1
SZCZERBACKI,1
USZACKI,1
MAKOWIECKI,1
BIANECKI,1
ABEKI,1
ISEKI,1
OZEKI,1
DEMACHKI,1
KURIKI,1
MILKI,1
BIELENKI,1
AOKI,1
BEDNASKI,1
PARASKI,1
JURASKI,1
KOLOGESKI,1
KAIESKI,1
WISNIESKI,1
MARAVIESKI,1
CZARNESKI,1
GAYESKI,1
KALISKI,1
VINISKI,1
KOMNISKI,1
STAVISKI,2
BACOVISKI,1
GAUZISKI,1
KOVALJSKI,1
MICHALSKI,3
BRYKALSKI,1
ZAWALSKI,1
SZYNWELSKI,1
CARACUSCHANSKI,1
KOSCIANSKI,1
MALANSKI,1
DOMANSKI,1
BARANSKI,1
MUCHENSKI,1
KRAINSKI,1
LISZBINSKI,1
ROCINSKI,1
PARAGINSKI,1
KECHINSKI,1
KIAPUCHINSKI,1
BALINSKI,1
MINSKI,1
KAMINSKI,1
STOINSKI,1
KWASINSKI,1
SLAVINSKI,1
SOAVINSKI,1
BARWINSKI,1
KAPCZINSKI,1
RZEZINSKI,1
MROZINSKI,1
WAVZINSKI,1
GADONSKI,1
BONCZYNSKI,1
MAOSKI,1
GRIBOSKI,1
RAICOSKI,1
PIETRICOSKI,1
FIALCOSKI,1
JOUCOSKI,1
DISLIOSKI,1
ZIOLKOSKI,1
SIEMINKOSKI,1
LEPKOSKI,1
WIENSKOSKI,1
PIONTKOSKI,1
RUTKOSKI,1
TRIANOSKI,1
IVANOSKI,1
TOKARSKI,1
SWIDERSKI,1
NOVODWORSKI,1
GOVINATSKI,1
BURAKOUSKI,1
SUSKI,1
REMBISCHEVSKI,1
VONSNIEVSKI,1
KRAJEVSKI,1
RIBOVSKI,1
MISZKOVSKI,1
MALINOVSKI,1
KLINOVSKI,1
KLOSOVSKI,1
OLSCHEWSKI,1
CHAPIEWSKI,1
STADLEWSKI,1
CZEPIELEWSKI,2
WASILEWSKI,1
OLCZEWSKI,1
SAKOWSKI,1
CZAIKOWSKI,2
PETRIKOWSKI,1
ULKOWSKI,1
DYNKOWSKI,1
TWORKOWSKI,1
KWIATKOWSKI,1
PIANOWSKI,1
ROZNOWSKI,1
BOROWSKI,1
OSOWSKI,1
BOSZCZOWSKI,2
ANABUKI,1
BONDUKI,1
WATANUKI,1
SOLOUKI,1
BARUKI,1
SUZUKI,5
ZABOETZKI,1
BITZKI,1
ALI,1
JABALI,1
MICALI,1
CANICALI,1
MENGALI,1
FEGHALI,1
VIALI,1
CUNALI,1
CASALI,1
LICASSALI,1
FAVALI,1
MAZALI,1
SERIBELI,1
CELI,1
MICELI,2
MICHELI,1
MARTUCHELI,1
CAMELI,1
MANTOVANELI,1
MARTINELI,1
COELI,1
BIGARELI,1
SOTELI,1
ZOTELI,1
BECEVELI,1
TOMAZELI,1
POLIZELI,1
BORGLI,1
FENILI,1
MASILI,1
NATILI,1
GALLI,2
BORSALLI,1
CAVALLI,1
ZANDAVALLI,1
BILLI,1
CARDILLI,1
PERILLI,1
GRILLI,2
TILLI,1
COLLI,1
DELCOLLI,1
TROCOLLI,1
GRACIOLLI,1
LOLLI,2
VANOLLI,1
CAMPAGNOLLI,1
POLLI,1
LAPOLLI,2
FRACAROLLI,1
PALAZOLLI,1
MANZOLLI,1
NARDULLI,1
RIBOLI,1
TOCCOLI,1
NICOLI,2
PICOLI,1
ANDREOLI,1
TOFFOLI,1
FIGOLI,1
CANHOLI,1
BRUNHOLI,1
MAIOLI,2
ACIOLI,3
FACIOLI,1
GRACIOLI,2
FERRACIOLI,1
SANTICIOLI,1
BUCIOLI,1
GENIOLI,1
PIOLI,1
SPRIOLI,1
PISSIOLI,1
MATIOLI,1
MARTIOLI,1
GAVIOLI,1
SAVIOLI,2
ZIOLI,2
VIZIOLI,1
LOLI,1
ADAMOLI,1
BATTANOLI,1
ROMAGNOLI,1
GRAZINOLI,1
POLI,1
NAPOLI,2
NESPOLI,2
ZAPPAROLI,1
BIASOLI,2
GRISOLI,1
BONASSOLI,1
PERASSOLI,1
MATASSOLI,1
BISSOLI,1
BERTOLI,1
SERTOLI,1
BORTOLI,2
DEBORTOLI,1
CRISCUOLI,1
SPARVOLI,1
BIAZOLI,1
NEGRIZOLI,1
BOZOLI,1
PIZZOLI,1
PETARLI,1
DURLI,1
GIULI,1
MOGAMI,1
CHAMI,1
KAMI,1
MURAKAMI,3
BIGNAMI,1
MINAMI,2
BELTRAMI,2
SEMI,1
SIMI,1
SETIMI,1
ZANGELMI,1
ANTELMI,1
ANTONIACOMI,1
HISATOMI,1
TSUTSUMI,1
RABBANI,2
ALBANI,1
MASSAMBANI,1
CORBANI,1
CURBANI,1
ROSCANI,1
HATADANI,1
AMIDANI,1
BRONDANI,2
PAGANI,1
HANI,1
GHANI,1
FRINHANI,2
BUZINHANI,1
TURBIANI,1
NICIANI,1
CONTRICIANI,1
BRESCIANI,1
LUCIANI,2
REGGIANI,1
CALIANI,1
ZUGLIANI,1
GALLIANI,1
ULIANI,1
DAMIANI,1
PIANI,1
CARIANI,1
GARIANI,1
MARIANI,5
PASIANI,5
VERSIANI,2
TISSIANI,1
BASTIANI,1
GEANBASTIANI,1
VIVIANI,1
VENEZIANI,1
TIZIANI,1
CANZIANI,1
CELANI,1
MILANI,5
BATTILANI,1
COLLANI,1
BERTOLANI,1
ORTOLANI,1
MAMANI,1
GRAMANI,1
PASSAMANI,2
CANANI,1
RAVAGNANI,2
LEGNANI,2
LIGNANI,1
TRAPANI,1
FRANGIPANI,1
ZUPPANI,1
FARANI,1
MARANI,1
SALVARANI,1
KHERANI,1
STORANI,1
SPESANI,1
PAISANI,1
PISANI,1
BALSANI,1
PANSANI,1
FAVERSANI,1
GORSANI,1
BASSANI,2
CAVASSANI,2
TANI,1
CATANI,1
KITANI,1
KAKITANI,1
MILITANI,1
SULTANI,1
BELLINTANI,2
MONTANI,1
OTANI,1
PAVANI,1
GALVANI,1
PADOVANI,1
GIOVANI,1
PIROVANI,1
TOREZANI,1
BOLZANI,1
STANZANI,1
PINZANI,1
FORZANI,1
SERRACENI,1
FRAGOMENI,1
GUIDORENI,1
ZENI,2
BAGNI,1
CAGNI,2
SETRAGNI,1
NANNI,1
GIOVANNI,1
FACINNI,1
DALFORNI,1
DALCOMUNI,1
SUNI,1
GODOI,5
ALOI,1
TOLOI,1
MOI,1
CAMPOI,1
MUSSOI,2
FRANZOI,1
PI,1
PAPI,1
BAMPI,1
LIPPI,2
FILLIPPI,1
JOPPI,1
POLICARPI,1
KAARI,1
BARI,1
COLOMBARI,1
VACCARI,1
CIOCCARI,1
ASCARI,1
TESCARI,1
CUNDARI,1
NODARI,1
CRISTOFARI,1
CALEGARI,4
FORNACIARI,1
PELICIARI,1
CHIARI,1
CALIARI,1
MIARI,1
IKARI,1
LARI,1
CAVALLARI,1
SCOLARI,1
TAVOLARI,1
OLTRAMARI,1
SZATMARI,1
MONTANARI,1
LUCINARI,2
MOLINARI,2
MULINARI,1
FORNARI,2
DEGASPARI,1
PUERARI,3
PECORARI,1
FERRARI,14
SARI,1
THESARI,1
NOTARI,1
TARTARI,1
MORTARI,1
CESTARI,4
CASSETTARI,1
NAZARI,1
LUIZARI,1
SOMENZARI,1
MARZARI,1
FABRI,1
FABBRI,1
KADRI,4
SANDRI,3
GINDRI,1
PANCERI,2
RODRIGERI,1
FRUGERI,1
FORMIGHERI,1
CELERI,1
NERI,9
REINERI,1
CARBONERI,1
FERRERI,1
PASSERI,1
ALDIGUERI,1
FAVERI,2
ROVERI,1
ALZERI,1
BRONZERI,1
LAZZERI,1
MAGRI,1
NEGRI,1
OMAIRI,1
IWAKIRI,1
DALRI,2
CANTADORI,1
FIORI,3
MARCHIORI,1
MARQUIORI,1
SHIRATORI,1
MORATORI,1
MURATORI,1
SARTORI,4
FATTORI,1
VITTORI,1
LIGUORI,1
GASPARRI,1
SARRI,2
CERRI,1
FERRI,3
SCALDAFERRI,1
VERRI,1
TORRI,1
MOSSRI,1
PETRI,2
CURI,4
MERCURI,1
KAFURI,1
HIRAKURI,1
TANNURI,1
FAKHOURI,1
KAKEHASI,1
BIASI,1
TOMASI,2
GIANASI,1
MINASI,1
LUCCHESI,1
LUCHESI,1
PUGLIESI,1
VIESI,1
CORTONESI,1
FIORESI,1
GHISI,3
ARISI,1
GRISI,1
ALVISI,1
SENSI,1
PONSI,1
DAROSI,1
FROSI,3
FRANZOSI,1
ANVERSI,1
ORSI,2
BORSI,1
URSI,1
GALAFASSI,1
PANEGASSI,1
MENEGASSI,1
GIASSI,1
ANTONIASSI,1
PIASSI,1
GALMASSI,1
GIACOMASSI,1
SIMONASSI,2
MARASSI,1
VITTORASSI,1
SASSI,1
GETASSI,1
PESSI,1
GUESSI,1
BISSI,1
BONISSI,1
BOSSI,1
MAGOSSI,1
CHIOSSI,1
TIOSSI,1
DALLOSSI,1
ROSSI,15
DEROSSI,2
GROSSI,4
PALGROSSI,1
CAUSSI,1
MALFUSSI,1
DANELUSSI,1
MUSSI,2
PATTUSSI,1
PERRUSI,1
BILCATI,1
DUCATI,1
SCAFATI,1
PINHATI,1
DISCACCIATI,1
MUGGIATI,1
VALIATI,1
FURIATI,1
SALVIATI,1
PILATI,1
MULATI,1
NATI,1
BELLINATI,1
CARMINATI,1
PINATI,1
COPATI,2
ASSIRATI,1
JEREISSATI,1
FOSSATI,1
ALQUATI,1
BIAVATI,1
DELEVATI,1
MARCHETI,2
BELETI,1
FALLETI,1
SELLETI,1
ROSSETI,1
CALVETI,1
JURITI,1
VITI,1
CAVALCANTI,91
BONFANTI,1
PIANTI,1
DEPIANTI,1
PRIANTI,1
DORANTI,1
SANTI,1
VANTI,1
FIORAVANTI,1
SACENTI,1
CHIAMENTI,1
MANENTI,1
CHIRENTI,1
SENTI,1
POSSENTI,1
CONTI,3
VISCONTI,1
BELEGOTI,1
ANGOTI,1
GUIOTI,1
PILOTI,1
KAIMOTI,1
BINOTI,1
TOTI,1
GAMBARTI,1
TALIBERTI,1
ALBERTI,1
ROBERTI,1
UBERTI,1
INCERTI,1
LAMPERTI,1
STORTI,1
FORESTI,1
BATISTI,1
BATTISTI,1
OSTI,1
ESPOSTI,1
JUSTI,1
BATTI,2
LIZIDATTI,1
BENFATTI,1
POLEGATTI,1
MENEGATTI,1
RIGATTI,1
PASSIGATTI,1
MENEGHATTI,1
LINHATTI,1
MISCHIATTI,1
DEPIZZOLATTI,1
PERLATTI,1
PIGNATTI,2
MUNSIGNATTI,1
VIGNATTI,1
ZERBINATTI,1
FARINATTI,1
PISSINATTI,1
BONATTI,1
RATTI,1
FRATTI,1
PORPORATTI,1
MIZRATTI,1
TOSATTI,2
SALVATTI,1
ZATTI,1
BIAZATTI,1
CONZATTI,1
POZZATTI,1
GRITTI,1
GUITTI,1
VITTI,1
ALBERTTI,1
MALAGUTTI,2
MUCHIUTTI,2
ANTONIUTTI,1
CARGNELUTTI,1
STEFANUTTI,1
CAPUTTI,1
PIZZUTTI,1
MALAGUTI,1
BENVENUTI,1
RECEPUTI,1
VERSUTI,1
CAMBUI,1
MINTEGUI,1
MERIGUI,1
BENGUIGUI,1
MARTININGUI,1
LUI,1
BEDAQUI,1
MINHAQUI,1
CIRAQUI,1
KURIQUI,1
BERTOQUI,1
ZOQUI,1
STUQUI,1
ESTUQUI,1
DARUI,1
DAVI,4
GAVI,1
SAVI,1
VICALVI,1
DALVI,1
SALVI,1
VESCOVI,2
SONKAJARVI,1
SIERVI,1
CREXI,1
MAKUXI,1
ANDREAZI,1
TOMAZI,1
ESKENAZI,1
QUAZI,1
SCALEZI,1
MILANEZI,2
MODENEZI,1
MAGNEZI,1
PINEZI,1
FERRAREZI,1
SGUAREZI,1
NATALIZI,1
GUARIZI,1
MANZI,1
RANZI,1
LATTANZI,1
VICENZI,1
LENZI,4
TERENZI,1
GARONZI,1
BOZI,2
TERZI,1
ZORZI,1
HITOTUZI,1
BAZZI,1
REGAZZI,1
PIAZZI,1
ANDRIAZZI,1
VANAZZI,1
FAGHERAZZI,1
FERRAREZZI,1
CORTEZZI,1
BONIZZI,1
PIZZI,1
RIZZI,1
GOZZI,1
PAULOZZI,1
POZZI,1
FILIPPOZZI,1
TOZZI,1
MARCUZZI,1
MICHELLUZZI,1
MUZZI,1
MINUZZI,1
JANNUZZI,4
SBRUZZI,1
TERUZZI,1
MORUZZI,1
FANTUZZI,1
FARAJ,1
LERBAK,1
CHEDEAK,1
HAK,2
MUNHAK,1
JELEZNHAK,1
ISHAK,1
TRZECIAK,2
TOPOLNIAK,1
PROCOPIAK,1
BANASIAK,1
BUDZIAK,1
BIZIAK,1
CIESLAK,1
CAVLAK,1
CZEPAK,1
LESSAK,1
NOVAK,1
WIONCZAK,1
PIESZAK,1
MATUSZAK,1
KOUZAK,2
LAMBACK,1
LEOBACK,1
RUBACK,1
RENNHACK,1
POLEJACK,1
PAVLACK,1
TROYACK,1
ECK,1
BECK,2
TRIBECK,1
HAGENBECK,1
MORBECK,2
NIDECK,1
VEECK,1
HECK,1
KOSCHECK,1
MILECK,1
WERNECK,6
WITSCHORECK,1
TURECK,1
PUIGSECK,1
WITECK,1
AICK,1
GAICK,1
SCORALICK,2
TREDINNICK,1
HAUBRICK,1
EMERICK,2
EMMERICK,1
FRICK,1
ZWICK,1
FRANCK,2
MUNCK,1
KOCK,1
BLOCK,1
SCHROCK,1
HUNDERTMARCK,1
BIRCK,1
TESCK,1
VERBISCK,1
FUCK,2
BEREJUCK,1
ZUCK,1
RAZUCK,1
SEDLACEK,2
SPACEK,1
WONDRACEK,1
OBERDIEK,1
BILEK,1
WULHYNEK,1
HADERCHPEK,1
AUHAREK,1
SZKUDLAREK,1
VITEK,1
WAIK,1
RUBIK,1
JAZBIK,1
WEIK,1
CROCHIK,1
HALIK,1
YAGODNIK,1
MICHNIK,1
MIODOWNIK,1
REZNIK,1
EIZERIK,1
KLEEBANK,1
JANK,1
BLANK,1
LENK,1
LINK,1
MELINK,1
HORNINK,2
MAYRINK,4
REESINK,1
PRONK,1
FOOK,1
CLARK,2
BOLWERK,1
MAUERWERK,1
DIRK,1
COSWOSK,1
KLEMENCHUK,1
WICIUK,1
ROMANIUK,1
MICHALCZUK,1
CYGANCZUK,1
PRZYTYK,1
TOMCZYK,1
BIELUCZYK,1
KSIASZCZYK,1
STELMASZCZYK,1
LEADEBAL,1
SETUBAL,4
SOMACAL,1
MARCAL,9
VIDAL,40
CANDAL,1
RANDAL,1
HANNISDAL,1
CARDEAL,3
VERDEAL,1
LEAL,102
REAL,6
AREAL,1
MONREAL,1
SEAL,1
CARREGAL,1
SEGAL,1
ORTEGAL,1
HORTEGAL,1
VIDIGAL,1
PORTUGAL,9
FUNCHAL,1
CARVALHAL,5
WESTPHAL,4
RUPPENTHAL,1
ROSENTHAL,1
MARCIAL,1
CARDIAL,1
MUSIAL,1
COURTIAL,1
VIAL,2
DOVIAL,1
TOJAL,2
HALAL,1
HALLAL,2
JAMMAL,1
CANAL,3
BERNAL,2
PASCOAL,4
PASCHOAL,4
NOAL,1
CABRAL,111
SOBRAL,17
CIDRAL,1
LIBERAL,2
BEIRAL,1
CORAL,1
MORAL,1
TEMPORAL,1
BARRAL,1
BAIRRAL,1
CASAL,1
ROSAL,2
NATAL,2
VITAL,9
CHANTAL,1
DONTAL,1
MONTAL,1
GASTAL,1
NESTAL,1
NISTAL,1
CRISTAL,1
PASCUAL,1
PONTUAL,2
VAL,2
CADAVAL,1
CARNAVAL,1
OLIVAL,1
NAZAL,1
LIEBL,1
RAFAEL,5
MICHAEL,2
ISMAEL,3
PAEL,1
ISRAEL,2
DIRSCHNABEL,1
ISABEL,2
ZABEL,1
GOEBEL,2
LOEBEL,1
SCHEIBEL,1
SEIBEL,1
FLORAMBEL,1
SOBEL,1
BERBEL,1
POUBEL,2
AZOUBEL,1
RUBEL,1
STYBEL,1
FADEL,2
SEIDEL,2
COLLODEL,1
BAUDEL,1
SCHEFFEL,1
RIEFFEL,1
STOFFEL,1
STOFEL,1
NAGEL,1
HOLLNAGEL,1
STEUERNAGEL,1
SIEGEL,1
FANGEL,1
RANGEL,55
PRANGEL,1
BRINGEL,2
VOGEL,1
ARGEL,1
GURGEL,12
GRUGEL,1
JAHEL,1
NIECHEL,1
BOECHEL,1
KICHEL,1
PENCHEL,1
MOCHEL,1
RUSCHEL,1
RUCHEL,1
MENEGHEL,1
MACIEL,102
DIEL,1
FIEL,1
PENAFIEL,1
SCHIEL,1
KIEL,1
AMIEL,1
DANIEL,9
GABRIEL,11
MARRIEL,3
BERRIEL,5
SIEL,1
EZEQUIEL,2
SKIENDZIEL,1
UZIEL,1
NECKEL,2
NICKEL,1
STEKEL,1
FRENKEL,1
KUNKEL,1
VENDRAMEL,1
STREMEL,1
HAMMEL,1
KUMMEL,2
FEUERHARMEL,1
PISMEL,1
VIANEL,1
BOSSANEL,1
CECHINEL,1
FONTINEL,1
CRUVINEL,3
ONEL,1
LEONEL,1
CORONEL,2
MANOEL,2
SCOPEL,2
TRAPPEL,1
WIPPEL,1
KLUPPEL,1
GRASEL,1
TRAESEL,1
DESSBESEL,1
DIESEL,1
POLESEL,1
DRECHSEL,1
HESSEL,1
HEXSEL,1
CHATEL,1
SATEL,1
MITEL,1
BANTEL,1
SCHEIDEMANTEL,1
PIMENTEL,64
MONTEL,2
MARTEL,2
OERTEL,1
VIESTEL,1
BOOSTEL,1
BUTTEL,1
MIGUEL,14
EMMANUEL,1
RAQUEL,1
GAZEL,1
IZEL,1
CLOZEL,1
SCHLOEGL,1
KLINGL,1
BAHL,1
LANDAHL,2
LANDERDAHL,1
GRAHL,1
STAHL,1
KEHL,1
WOEHL,1
HOHL,1
BEIL,1
FEIL,1
THEIL,1
BLEIL,1
MARFIL,1
GIL,13
CALIL,5
