PNOME,QTDE,PERC
MARINES,62,0.0096
NOEMIA,62,0.0096
LEONICE,61,0.0095
ROBERIO,61,0.0095
LEONIDAS,61,0.0095
ALYNE,61,0.0095
MAXIMILIANO,61,0.0095
MARCONDES,61,0.0095
TOMAS,61,0.0095
ARIADNE,61,0.0095
ROSILDA,60,0.0093
VIVIANNE,60,0.0093
ANDRESA,60,0.0093
DANIELI,60,0.0093
LUCY,60,0.0093
CHRISTINE,60,0.0093
KAIO,60,0.0093
INEZ,60,0.0093
DANILLO,60,0.0093
JUVENAL,60,0.0093
JONES,60,0.0093
TAISA,59,0.0091
LUZINETE,59,0.0091
CYNTIA,59,0.0091
HERALDO,59,0.0091
ISA,59,0.0091
ROMUALDO,59,0.0091
IAGO,59,0.0091
NAIRA,59,0.0091
ANITA,59,0.0091
WANDA,59,0.0091
LIVIO,59,0.0091
GILDO,58,0.0090
JACIRA,58,0.0090
MIRELA,58,0.0090
MARIANO,58,0.0090
ALISON,58,0.0090
MICHELINE,58,0.0090
VERIDIANA,58,0.0090
ROBINSON,58,0.0090
RAYANNE,58,0.0090
HELCIO,57,0.0088
MARLUCIA,57,0.0088
WALESKA,57,0.0088
LEIDIANE,57,0.0088
DANTE,57,0.0088
NANCI,57,0.0088
RAMIRO,57,0.0088
DORALICE,57,0.0088
LEO,56,0.0087
FELIPPE,56,0.0087
JAMIL,56,0.0087
CLECIO,56,0.0087
LUCILA,56,0.0087
THAYSE,56,0.0087
JOSAFA,56,0.0087
KELI,56,0.0087
YGOR,56,0.0087
MICHELI,56,0.0087
MARIZETE,56,0.0087
LIZ,56,0.0087
EDILMA,56,0.0087
RONEY,56,0.0087
KASSIA,55,0.0085
LUANNA,55,0.0085
NILMA,55,0.0085
CARLO,55,0.0085
VALDETE,55,0.0085
BRUNNA,55,0.0085
THEREZA,55,0.0085
GIANE,55,0.0085
ANGELINA,55,0.0085
VANUSA,55,0.0085
MURILLO,55,0.0085
SALOMAO,55,0.0085
MOACYR,55,0.0085
GLAUCE,55,0.0085
EURICO,54,0.0084
ALDEMIR,54,0.0084
CLAUDIONOR,54,0.0084
EDILBERTO,54,0.0084
THOMAZ,54,0.0084
ILKA,54,0.0084
ADELMO,54,0.0084
ALLINE,54,0.0084
AECIO,54,0.0084
ILANA,54,0.0084
LILIAM,54,0.0084
ADELINO,54,0.0084
BRUNNO,54,0.0084
SINVAL,54,0.0084
RONI,54,0.0084
ELVIRA,54,0.0084
THELMA,54,0.0084
OTACILIO,54,0.0084
ADENILSON,53,0.0082
CHRISTIANNE,53,0.0082
KATIANE,53,0.0082
EMANUELE,53,0.0082
VALESKA,53,0.0082
JUNIO,53,0.0082
SANDOVAL,53,0.0082
SHIRLEI,53,0.0082
DELMA,53,0.0082
JOSIEL,53,0.0082
URSULA,53,0.0082
JOILSON,53,0.0082
ILZA,53,0.0082
VALDINEI,53,0.0082
GIANCARLO,53,0.0082
ELISANDRA,53,0.0082
JEREMIAS,52,0.0081
SILVANO,52,0.0081
EULER,52,0.0081
CONSUELO,52,0.0081
EDILEUZA,52,0.0081
PAULINO,52,0.0081
TITO,52,0.0081
CLEIA,52,0.0081
DARCY,52,0.0081
REYNALDO,52,0.0081
GRACIELE,52,0.0081
ISAURA,52,0.0081
ANTENOR,52,0.0081
TAINARA,52,0.0081
GEOVANI,52,0.0081
FLORA,52,0.0081
LAISA,52,0.0081
WARLEY,52,0.0081
CANDIDO,52,0.0081
KELY,52,0.0081
ELY,51,0.0079
NAZARE,51,0.0079
NATHAN,51,0.0079
ELMA,51,0.0079
FLAVIANA,51,0.0079
PHILIPPE,51,0.0079
IRANI,51,0.0079
SOCORRO,51,0.0079
ROSELENE,51,0.0079
AIDA,51,0.0079
MARLOS,51,0.0079
GRAZIELLA,51,0.0079
DAMARIS,51,0.0079
WESLLEY,51,0.0079
DANDARA,51,0.0079
ADEMILSON,51,0.0079
WEBER,51,0.0079
ALINNE,51,0.0079
DEYSE,51,0.0079
CINTHYA,51,0.0079
TOMAZ,51,0.0079
ANE,51,0.0079
ROSELAINE,51,0.0079
IAN,51,0.0079
JOHNNY,51,0.0079
RAIANE,50,0.0077
PIERRE,50,0.0077
MONALISA,50,0.0077
PETRONIO,50,0.0077
JUCILENE,50,0.0077
DONIZETE,50,0.0077
WALQUIRIA,50,0.0077
JANDERSON,50,0.0077
SAUL,50,0.0077
VALDOMIRO,50,0.0077
GENILSON,50,0.0077
ACACIO,50,0.0077
VANDER,50,0.0077
ADSON,49,0.0076
SAYONARA,49,0.0076
KENNEDY,49,0.0076
LIZANDRA,49,0.0076
ELENA,49,0.0076
DIANE,49,0.0076
ZENAIDE,49,0.0076
FRANCO,49,0.0076
ELMO,49,0.0076
ISABELE,49,0.0076
LINO,49,0.0076
LENIR,49,0.0076
EURIPEDES,49,0.0076
PETER,49,0.0076
MIRIA,49,0.0076
HENRY,49,0.0076
EDILAINE,48,0.0074
ZULEIDE,48,0.0074
THAYNA,48,0.0074
JERUSA,48,0.0074
TAYNA,48,0.0074
CLAUDIANE,48,0.0074
TICIANA,48,0.0074
NADIR,48,0.0074
ALEXSANDER,48,0.0074
IVANILDA,48,0.0074
JOANNA,48,0.0074
SINARA,48,0.0074
TAISE,48,0.0074
HORACIO,48,0.0074
MARLA,48,0.0074
CAREN,48,0.0074
GINA,47,0.0073
NEI,47,0.0073
CLESIO,47,0.0073
KELEN,47,0.0073
RONY,47,0.0073
KALINE,47,0.0073
CLELIA,47,0.0073
BETINA,47,0.0073
GILVANIA,47,0.0073
LIZIANE,47,0.0073
LUDIMILA,47,0.0073
IVANILDE,47,0.0073
LORENNA,47,0.0073
EDVAN,47,0.0073
CID,47,0.0073
MARINALDO,47,0.0073
RILDO,47,0.0073
EVELIN,47,0.0073
ANNY,47,0.0073
IVANIR,46,0.0071
WELTON,46,0.0071
HOSANA,46,0.0071
TERCIO,46,0.0071
GLEISON,46,0.0071
HEBERT,46,0.0071
NELI,46,0.0071
TAIANE,46,0.0071
GISELI,46,0.0071
NILVA,46,0.0071
RAISA,46,0.0071
GLEIDSON,46,0.0071
CYNARA,46,0.0071
SUZY,46,0.0071
GREGORIO,46,0.0071
MARI,46,0.0071
ZAIRA,46,0.0071
AMADEU,46,0.0071
CELMA,46,0.0071
AUREO,46,0.0071
GENI,46,0.0071
LUCILIA,46,0.0071
PATRICIO,46,0.0071
BRENA,46,0.0071
MOZART,45,0.0070
KESIA,45,0.0070
MOEMA,45,0.0070
CREUZA,45,0.0070
LINA,45,0.0070
VANDERSON,45,0.0070
LEIA,45,0.0070
WALKIRIA,45,0.0070
MABEL,45,0.0070
DORIVAL,45,0.0070
EMILLY,45,0.0070
ADELAIDE,45,0.0070
NILCE,45,0.0070
IVANEIDE,45,0.0070
PETERSON,45,0.0070
THAYANE,45,0.0070
CILENE,44,0.0068
DENNIS,44,0.0068
MARILUCIA,44,0.0068
ILSON,44,0.0068
ELBA,44,0.0068
CELESTE,44,0.0068
JADIR,44,0.0068
CAMILLE,44,0.0068
MARLEIDE,44,0.0068
JUCARA,44,0.0068
JURACY,44,0.0068
MADALENA,44,0.0068
GEANE,44,0.0068
ABILIO,44,0.0068
AGNES,44,0.0068
ELOI,44,0.0068
LAYLA,44,0.0068
FLAVIANE,44,0.0068
IANA,43,0.0067
HERMANO,43,0.0067
TAYNARA,43,0.0067
GUIOMAR,43,0.0067
THAMARA,43,0.0067
GABRIELLY,43,0.0067
DAYANNE,43,0.0067
KLAUS,43,0.0067
DANILA,43,0.0067
CONRADO,43,0.0067
ANDRES,43,0.0067
ELEONORA,43,0.0067
BIBIANA,43,0.0067
MARIZE,43,0.0067
ALDAIR,43,0.0067
GERUSA,43,0.0067
LILLIAN,43,0.0067
VALDIVINO,43,0.0067
ANISIO,43,0.0067
BETHANIA,43,0.0067
YAN,43,0.0067
MARINEIDE,43,0.0067
LAYS,43,0.0067
WANDERLEI,43,0.0067
IZAURA,43,0.0067
EMANUELLA,43,0.0067
ELENIR,42,0.0065
ENEAS,42,0.0065
GONCALO,42,0.0065
EDIVAN,42,0.0065
FRANCINEIDE,42,0.0065
THAMIRIS,42,0.0065
IZA,42,0.0065
STEFANY,42,0.0065
JACI,42,0.0065
WILLIAMS,42,0.0065
MICHELLI,42,0.0065
AMALIA,42,0.0065
MARTIN,42,0.0065
ALLANA,42,0.0065
RONILDO,42,0.0065
DELCIO,42,0.0065
MARINEZ,42,0.0065
MARCONE,42,0.0065
KAROLINA,42,0.0065
SUZETE,42,0.0065
IANE,42,0.0065
TELMO,42,0.0065
ALEXIA,42,0.0065
ADA,42,0.0065
DIONISIO,42,0.0065
ISAQUE,42,0.0065
ROSEMERI,42,0.0065
AILSON,41,0.0064
ROSIVALDO,41,0.0064
RAONI,41,0.0064
RUBEN,41,0.0064
MARILENA,41,0.0064
YASMIM,41,0.0064
NATALY,41,0.0064
ROMMEL,41,0.0064
ALBINO,41,0.0064
LAUREN,41,0.0064
WALDEMIR,41,0.0064
MARLISE,41,0.0064
KATIUSCIA,41,0.0064
SIRLEY,41,0.0064
HELIA,41,0.0064
BENTO,41,0.0064
JACQUES,41,0.0064
MIRTES,41,0.0064
SOSTENES,41,0.0064
MARTINHO,41,0.0064
THAYSA,41,0.0064
JESSYCA,41,0.0064
RAYMUNDO,41,0.0064
NOEL,41,0.0064
VANILDA,40,0.0062
QUEZIA,40,0.0062
AYRTON,40,0.0062
CACILDA,40,0.0062
QUEILA,40,0.0062
WILIAN,40,0.0062
ALCEU,40,0.0062
EDNEIA,40,0.0062
ALAIDE,40,0.0062
ANGEL,40,0.0062
JONATAN,40,0.0062
HERON,40,0.0062
GIOVANE,40,0.0062
ARISTOTELES,40,0.0062
LEONOR,40,0.0062
LENITA,40,0.0062
STEFANO,40,0.0062
AMILCAR,40,0.0062
JHONATAN,40,0.0062
ISMAR,40,0.0062
ANAMARIA,40,0.0062
IVANIA,40,0.0062
GIZELE,40,0.0062
DEMETRIO,39,0.0060
NATACHA,39,0.0060
TALLES,39,0.0060
HILARIO,39,0.0060
HECTOR,39,0.0060
DINA,39,0.0060
ALCIR,39,0.0060
SIMONI,39,0.0060
NICOLLE,39,0.0060
DANIELLI,39,0.0060
DAMIANA,39,0.0060
WILMAR,39,0.0060
CLEUZA,39,0.0060
ANALICE,39,0.0060
LEILIANE,39,0.0060
LENI,39,0.0060
LIEGE,39,0.0060
RONEI,39,0.0060
ROSIMERI,39,0.0060
LUCIVALDO,39,0.0060
HANNA,39,0.0060
JENIFFER,39,0.0060
GUIDO,39,0.0060
GARDENIA,39,0.0060
TOBIAS,39,0.0060
ALEJANDRO,39,0.0060
ELIZANDRA,39,0.0060
NATAN,39,0.0060
EDJANE,39,0.0060
FRANCINETE,39,0.0060
NAYANA,39,0.0060
MOYSES,38,0.0059
RODNEY,38,0.0059
SHIRLENE,38,0.0059
JULIETA,38,0.0059
GENESIO,38,0.0059
LAIZA,38,0.0059
BRENNO,38,0.0059
YAGO,38,0.0059
GERARDO,38,0.0059
ENOQUE,38,0.0059
ZENILDA,38,0.0059
RAPHAELLA,38,0.0059
ROOSEVELT,38,0.0059
LUZIMAR,38,0.0059
MADSON,38,0.0059
GENTIL,38,0.0059
JULIAN,38,0.0059
MARCIANO,38,0.0059
EDVANIA,38,0.0059
JACSON,38,0.0059
HELAINE,38,0.0059
JENIFER,38,0.0059
ROSANI,38,0.0059
WELITON,38,0.0059
MATIAS,38,0.0059
ULYSSES,37,0.0057
CAETANO,37,0.0057
IURY,37,0.0057
SCHEILA,37,0.0057
GLEIDE,37,0.0057
LENICE,37,0.0057
JOMAR,37,0.0057
EDINEIA,37,0.0057
JACINTO,37,0.0057
BRIGIDA,37,0.0057
GEAN,37,0.0057
FRANCIMAR,37,0.0057
ELDA,37,0.0057
ZILMA,37,0.0057
EULALIA,37,0.0057
LUMA,37,0.0057
WALACE,37,0.0057
MARLETE,37,0.0057
DALMO,37,0.0057
ERINALDO,37,0.0057
VERUSKA,37,0.0057
DAVIDSON,37,0.0057
ALBERTINA,37,0.0057
LEONILDO,37,0.0057
CANDICE,36,0.0056
NILDO,36,0.0056
DANYELLE,36,0.0056
LENISE,36,0.0056
OTTO,36,0.0056
IZABELLE,36,0.0056
ASSIS,36,0.0056
LEIDE,36,0.0056
ANALIA,36,0.0056
MYRIAN,36,0.0056
GISELLY,36,0.0056
ALCIMAR,36,0.0056
JULIANNA,36,0.0056
GRASIELA,36,0.0056
JANSEN,36,0.0056
DAISE,36,0.0056
JUCELIA,36,0.0056
DESIREE,36,0.0056
KEZIA,36,0.0056
ADONIAS,36,0.0056
ADMILSON,36,0.0056
VALMOR,36,0.0056
VANDERLEIA,36,0.0056
TAIANA,36,0.0056
ROSIMERE,36,0.0056
VIVALDO,36,0.0056
VIVIANA,36,0.0056
THAYNARA,36,0.0056
THATIANA,36,0.0056
SILVESTRE,36,0.0056
ADNA,35,0.0054
MARILEIDE,35,0.0054
EDNEY,35,0.0054
EDWARD,35,0.0054
ELAYNE,35,0.0054
MARJORIE,35,0.0054
GLEDSON,35,0.0054
ILDA,35,0.0054
VANUZA,35,0.0054
MARILUCE,35,0.0054
ABNER,35,0.0054
FRANCIELLY,35,0.0054
EUSTAQUIO,35,0.0054
ELVIO,35,0.0054
CIBELLE,35,0.0054
CLEOMAR,35,0.0054
JOSIVAN,35,0.0054
DEIVID,35,0.0054
CAMILE,35,0.0054
ALANE,35,0.0054
ADRIEL,35,0.0054
FLAVIANO,35,0.0054
JUDITE,35,0.0054
ALBERT,35,0.0054
DANUBIA,35,0.0054
SIBELE,35,0.0054
AGATHA,35,0.0054
MILLENA,35,0.0054
DYEGO,35,0.0054
BENJAMIM,35,0.0054
EBER,35,0.0054
LARISSE,35,0.0054
NAYANE,35,0.0054
DANIELY,35,0.0054
CLAITON,35,0.0054
GIRLENE,35,0.0054
JULIENE,34,0.0053
ADERSON,34,0.0053
IONARA,34,0.0053
THATIANE,34,0.0053
HERMINIO,34,0.0053
ARILSON,34,0.0053
ILTON,34,0.0053
GEOVANNA,34,0.0053
TIBERIO,34,0.0053
FREDSON,34,0.0053
CLEBERSON,34,0.0053
VALDEIR,34,0.0053
HARLEY,34,0.0053
THALLES,34,0.0053
INALDO,34,0.0053
MARESSA,34,0.0053
JORDAN,34,0.0053
DANUSA,34,0.0053
NELCI,34,0.0053
SIMAO,34,0.0053
WEVERTON,34,0.0053
NAZARENO,34,0.0053
SUSAN,34,0.0053
JANILSON,34,0.0053
MISAEL,34,0.0053
CREUSA,34,0.0053
JOSIVALDO,34,0.0053
EMILIANO,34,0.0053
JOAB,34,0.0053
CASSANDRA,34,0.0053
GLADYS,33,0.0051
LENIRA,33,0.0051
GISLANE,33,0.0051
MYRIAM,33,0.0051
DIVINA,33,0.0051
DORA,33,0.0051
DEMETRIUS,33,0.0051
RENILDO,33,0.0051
CLAUDIANA,33,0.0051
MAIZA,33,0.0051
LEOMAR,33,0.0051
EZEQUIAS,33,0.0051
CLOVES,33,0.0051
ERLON,33,0.0051
ESTEFANIA,33,0.0051
ELOIZA,33,0.0051
ROMILDA,33,0.0051
ALINY,33,0.0051
ELIOMAR,33,0.0051
ERICKA,33,0.0051
NATALINO,33,0.0051
ADALGISA,33,0.0051
FLORISVALDO,33,0.0051
MATILDE,33,0.0051
MAURI,33,0.0051
EDIVANIA,33,0.0051
ZACARIAS,33,0.0051
VALBER,33,0.0051
NATALIE,33,0.0051
JAKSON,33,0.0051
JOSINALDO,33,0.0051
HEVERTON,33,0.0051
IVANISE,33,0.0051
SANTIAGO,33,0.0051
CAUE,33,0.0051
TASSIO,33,0.0051
SILVANE,33,0.0051
HERICA,33,0.0051
SILMAR,33,0.0051
JANAYNA,33,0.0051
STEFANI,33,0.0051
HELOIZA,33,0.0051
AQUILES,33,0.0051
CHARLENE,33,0.0051
JAMERSON,33,0.0051
FRED,32,0.0050
LINDINALVA,32,0.0050
ANANIAS,32,0.0050
ADRIELLE,32,0.0050
ALICIA,32,0.0050
ELISIANE,32,0.0050
GEORGINA,32,0.0050
MARILEIA,32,0.0050
JOSINEIDE,32,0.0050
OZIEL,32,0.0050
CLAUDINEIA,32,0.0050
FILOMENA,32,0.0050
FILLIPE,32,0.0050
LUANDA,32,0.0050
TABATA,32,0.0050
ARIVALDO,32,0.0050
FABIAN,32,0.0050
BRAZ,32,0.0050
JULIANNE,32,0.0050
MACIEL,32,0.0050
CLEO,32,0.0050
JACINTA,32,0.0050
CELI,32,0.0050
PRISCYLLA,32,0.0050
RENNAN,32,0.0050
JOABE,32,0.0050
NAIANA,32,0.0050
NAGILA,32,0.0050
MUCIO,32,0.0050
CIRLENE,32,0.0050
DINALVA,32,0.0050
CARMELITA,32,0.0050
THALYTA,32,0.0050
HELGA,32,0.0050
KELSON,32,0.0050
GISELIA,32,0.0050
EDITE,32,0.0050
LENA,32,0.0050
LEON,32,0.0050
HELVECIO,32,0.0050
EDIR,31,0.0048
MYLENA,31,0.0048
ADEILSON,31,0.0048
JEOVA,31,0.0048
LYGIA,31,0.0048
ANTHONY,31,0.0048
ROSEMBERG,31,0.0048
DELSON,31,0.0048
JACY,31,0.0048
JAVIER,31,0.0048
EMMANUELLE,31,0.0048
EMILSON,31,0.0048
SUSANE,31,0.0048
WILLIANS,31,0.0048
DACIO,31,0.0048
EDNILSON,31,0.0048
VIVIANI,31,0.0048
RAIZA,31,0.0048
ANNELISE,31,0.0048
NAYRA,31,0.0048
ETIENE,31,0.0048
MARLEY,31,0.0048
MIQUEIAS,31,0.0048
MICHELY,31,0.0048
PHILIPE,31,0.0048
CASSIUS,31,0.0048
GRACA,31,0.0048
SIDINEI,31,0.0048
LAVINIA,31,0.0048
ARLEI,31,0.0048
PRICILA,31,0.0048
GRACIELLE,31,0.0048
HAILTON,31,0.0048
ALYSON,31,0.0048
GLEYDSON,31,0.0048
LELIA,31,0.0048
RONILSON,30,0.0046
GIUSEPPE,30,0.0046
ADELINA,30,0.0046
NICOLAU,30,0.0046
TALITHA,30,0.0046
JAKELINE,30,0.0046
FRANCINALDO,30,0.0046
GIORDANO,30,0.0046
EDEN,30,0.0046
DULCINEIA,30,0.0046
ADRIAN,30,0.0046
ALLYSON,30,0.0046
MARISETE,30,0.0046
IZADORA,30,0.0046
EDI,30,0.0046
GEIZA,30,0.0046
ALEXIS,30,0.0046
KAUE,30,0.0046
EDINALVA,30,0.0046
EDIO,30,0.0046
CYRO,30,0.0046
BENICIO,30,0.0046
WILKER,30,0.0046
ROSANIA,30,0.0046
SANDERSON,30,0.0046
INARA,30,0.0046
LAIANE,30,0.0046
ALTAMIR,30,0.0046
INDIRA,30,0.0046
EVILASIO,30,0.0046
RANGEL,30,0.0046
ERICH,30,0.0046
ERIVAN,30,0.0046
DIMITRI,30,0.0046
MARISOL,29,0.0045
MAYKON,29,0.0045
EDIANE,29,0.0045
GASPAR,29,0.0045
KLEYTON,29,0.0045
MARLEI,29,0.0045
DAGOBERTO,29,0.0045
WALERIA,29,0.0045
MAGNOLIA,29,0.0045
RICHARDSON,29,0.0045
MAGNUS,29,0.0045
ROSEMAR,29,0.0045
LUCIANI,29,0.0045
RALPH,29,0.0045
TARCISO,29,0.0045
ARQUIMEDES,29,0.0045
MAITE,29,0.0045
ARLEY,29,0.0045
RANIERI,29,0.0045
DOMINGAS,29,0.0045
DEUSDETE,29,0.0045
MARGARET,29,0.0045
DOLORES,29,0.0045
WENDERSON,29,0.0045
REBEKA,29,0.0045
MIRELLE,29,0.0045
EDILEUSA,28,0.0043
AGDA,28,0.0043
NAIANE,28,0.0043
GILMA,28,0.0043
HELIDA,28,0.0043
YOLANDA,28,0.0043
THAIANE,28,0.0043
EDESIO,28,0.0043
ALANNA,28,0.0043
SUELENE,28,0.0043
RENILDA,28,0.0043
MICHELL,28,0.0043
JASON,28,0.0043
JAMILLY,28,0.0043
LAYSA,28,0.0043
HELIANA,28,0.0043
AUDREY,28,0.0043
NELY,28,0.0043
EZIO,28,0.0043
EDITH,28,0.0043
ANDREW,28,0.0043
RONNY,28,0.0043
VANDERLEY,28,0.0043
SILENE,28,0.0043
TARCILA,28,0.0043
ENZO,28,0.0043
IDA,28,0.0043
NICHOLAS,28,0.0043
JUCIARA,28,0.0043
LUCILEIDE,28,0.0043
MAIKON,28,0.0043
ERNANDES,28,0.0043
EVELISE,28,0.0043
ESMERALDA,28,0.0043
LUZIANE,28,0.0043
AVELINO,28,0.0043
HELVIO,28,0.0043
EDNALVA,28,0.0043
IVANILSON,28,0.0043
THEO,28,0.0043
CYBELLE,28,0.0043
CLAUDINEY,28,0.0043
ADEILTON,28,0.0043
SILVERIO,28,0.0043
LISANDRO,28,0.0043
LIS,28,0.0043
VALESCA,27,0.0042
ROSEANA,27,0.0042
MONALIZA,27,0.0042
ERICSON,27,0.0042
EDILZA,27,0.0042
DENYS,27,0.0042
ADRIENE,27,0.0042
STEFANIE,27,0.0042
JULIE,27,0.0042
STANLEY,27,0.0042
VALDENIR,27,0.0042
JACOB,27,0.0042
HELOISE,27,0.0042
EVARISTO,27,0.0042
EVANILDO,27,0.0042
GUILLERMO,27,0.0042
EDNEI,27,0.0042
HELBER,27,0.0042
ROSINETE,27,0.0042
ROZANA,27,0.0042
MARILU,27,0.0042
JADE,27,0.0042
TATIANI,27,0.0042
FLORIANO,27,0.0042
MARIELA,27,0.0042
MILA,27,0.0042
ARGEMIRO,27,0.0042
AURORA,27,0.0042
ELISE,27,0.0042
LINDEMBERG,27,0.0042
JOSELITA,27,0.0042
ALENCAR,27,0.0042
GENILDA,27,0.0042
ROSINALDO,27,0.0042
LIDIANA,27,0.0042
ENILSON,27,0.0042
GLADIS,27,0.0042
JAMILA,27,0.0042
AUGUSTA,27,0.0042
DAGMAR,27,0.0042
ABRAHAO,27,0.0042
WILIAM,27,0.0042
CATIANE,27,0.0042
CHRISTOPHER,27,0.0042
OSNI,27,0.0042
CLECIA,27,0.0042
CLEA,27,0.0042
CRISTIANI,27,0.0042
ALTAMIRO,26,0.0040
NEILTON,26,0.0040
KELVIN,26,0.0040
NOELI,26,0.0040
ABELARDO,26,0.0040
VALDO,26,0.0040
ARIOSVALDO,26,0.0040
ROSILANE,26,0.0040
LUCINETE,26,0.0040
JOSEFINA,26,0.0040
NOELIA,26,0.0040
ADEILDO,26,0.0040
TEOFILO,26,0.0040
ARISTEU,26,0.0040
SULAMITA,26,0.0040
KLEITON,26,0.0040
JORDANIA,26,0.0040
ACACIA,26,0.0040
GLEICIANE,26,0.0040
CLEDSON,26,0.0040
ZULEICA,26,0.0040
JOCIMAR,26,0.0040
IVONEIDE,26,0.0040
ELPIDIO,26,0.0040
ERNANE,26,0.0040
EMIDIO,26,0.0040
JUDSON,26,0.0040
IGO,26,0.0040
VANILDO,26,0.0040
ELOA,26,0.0040
RONE,26,0.0040
MARIAH,26,0.0040
HORTENCIA,26,0.0040
TAISSA,26,0.0040
NIDIA,26,0.0040
ISABELLY,26,0.0040
OTONIEL,26,0.0040
TACIO,26,0.0040
GIVANILDO,26,0.0040
HILDEBRANDO,26,0.0040
MARCIANA,26,0.0040
KATHERINE,26,0.0040
MANASSES,26,0.0040
KATYA,26,0.0040
CERES,26,0.0040
ROSELIA,26,0.0040
SUZI,26,0.0040
ALDENORA,26,0.0040
ALOYSIO,26,0.0040
CHEILA,26,0.0040
CLAUBER,26,0.0040
IRACY,26,0.0040
RYAN,26,0.0040
GILDETE,26,0.0040
GASTAO,26,0.0040
GENILDO,26,0.0040
LENILSON,26,0.0040
THIARA,26,0.0040
GILDASIO,26,0.0040
UBIRACI,26,0.0040
RAYANA,26,0.0040
GERLANE,26,0.0040
YEDA,25,0.0039
KEVIN,25,0.0039
PERLA,25,0.0039
DELANO,25,0.0039
ADAILSON,25,0.0039
MERCEDES,25,0.0039
NELIA,25,0.0039
EUZEBIO,25,0.0039
STEFANIA,25,0.0039
NADSON,25,0.0039
YASMINE,25,0.0039
ERIVELTON,25,0.0039
GREGORY,25,0.0039
CASSIANE,25,0.0039
CASSIANA,25,0.0039
NEEMIAS,25,0.0039
LINDA,25,0.0039
VALDEMIRO,25,0.0039
CAIQUE,25,0.0039
GLEYCE,25,0.0039
MAGALY,25,0.0039
OSEIAS,25,0.0039
ALONSO,25,0.0039
RONNIE,25,0.0039
IRANEIDE,25,0.0039
CRISLAINE,25,0.0039
ELINALDO,25,0.0039
VERENA,25,0.0039
TARCIANA,25,0.0039
ROLANDO,25,0.0039
IASMIN,25,0.0039
NATALI,25,0.0039
TARSILA,25,0.0039
VANDERLI,25,0.0039
GIANA,25,0.0039
CLEUBER,25,0.0039
VINICIO,25,0.0039
MARCILIA,25,0.0039
NEUMA,25,0.0039
ALLISON,25,0.0039
ENI,25,0.0039
KATHIA,25,0.0039
IVA,25,0.0039
RUDIMAR,25,0.0039
SARITA,25,0.0039
CLEIDIANE,25,0.0039
WERNER,25,0.0039
PIETRO,25,0.0039
JOBSON,25,0.0039
LINDAURA,25,0.0039
SUELEM,25,0.0039
ALAIN,25,0.0039
LISSANDRA,25,0.0039
CLAIR,25,0.0039
CINTYA,25,0.0039
OLIVIO,25,0.0039
LAIZ,25,0.0039
BENJAMIN,25,0.0039
JOICY,25,0.0039
NORTON,25,0.0039
OSMARINA,24,0.0037
NUNO,24,0.0037
EDENILSON,24,0.0037
ARIANNE,24,0.0037
EGIDIO,24,0.0037
JOSELMA,24,0.0037
ADIR,24,0.0037
WILLY,24,0.0037
TICIANE,24,0.0037
ROSEMERE,24,0.0037
EVANIA,24,0.0037
TATHIANA,24,0.0037
DULCINEA,24,0.0037
SILMA,24,0.0037
ANTONIETA,24,0.0037
HERMANN,24,0.0037
EPAMINONDAS,24,0.0037
KELLI,24,0.0037
VOLNEI,24,0.0037
DELIO,24,0.0037
SUZANNE,24,0.0037
LAYANE,24,0.0037
STEFAN,24,0.0037
FIRMINO,24,0.0037
HEMERSON,24,0.0037
WOLNEY,24,0.0037
TATYANA,24,0.0037
MAUREN,24,0.0037
NAJARA,24,0.0037
UMBERTO,24,0.0037
ALMIRA,24,0.0037
DARCIO,24,0.0037
TARSO,24,0.0037
LELIO,24,0.0037
MAYANA,24,0.0037
LUARA,24,0.0037
ILMAR,24,0.0037
JUSTINO,24,0.0037
ELMAR,24,0.0037
MARIELE,24,0.0037
SAIONARA,24,0.0037
KAIQUE,24,0.0037
WALKYRIA,24,0.0037
ALDEMAR,24,0.0037
IRMA,24,0.0037
ALVINO,24,0.0037
DJAIR,24,0.0037
JOCELIA,24,0.0037
ELIESER,24,0.0037
ARLAN,24,0.0037
MURIEL,24,0.0037
ADALTO,24,0.0037
ABIMAEL,24,0.0037
ROMILSON,24,0.0037
LUCIMEIRE,24,0.0037
LEVY,24,0.0037
OTHON,23,0.0036
JURANDI,23,0.0036
AURELIANO,23,0.0036
ROZANE,23,0.0036
JULLIANA,23,0.0036
ANETE,23,0.0036
JAN,23,0.0036
CLAUDIR,23,0.0036
SALATIEL,23,0.0036
ELIZIANE,23,0.0036
JULIETE,23,0.0036
VLADEMIR,23,0.0036
MAIKEL,23,0.0036
JANDER,23,0.0036
ELIELSON,23,0.0036
MARK,23,0.0036
NAPOLEAO,23,0.0036
ROSALVO,23,0.0036
AURO,23,0.0036
LIZETE,23,0.0036
UILSON,23,0.0036
MARKUS,23,0.0036
MARCIEL,23,0.0036
ADILA,23,0.0036
VITAL,23,0.0036
ILDO,23,0.0036
ENILDA,23,0.0036
EDNO,23,0.0036
EDNEIDE,23,0.0036
ADAM,23,0.0036
LEONORA,23,0.0036
ALINA,23,0.0036
MYLENE,23,0.0036
MARION,23,0.0036
GEYSA,23,0.0036
SILVINO,23,0.0036
LUNA,23,0.0036
LENILDA,23,0.0036
POLYANNA,23,0.0036
ADAIL,23,0.0036
JOSETE,23,0.0036
CLEIDSON,23,0.0036
