UNOME,QTDE,PERC
BROCHADO,2,0.0031
WILL,2,0.0031
BOTTINO,2,0.0031
ANTAS,2,0.0031
BELIZARIO,2,0.0031
TOJAL,2,0.0031
CAPP,2,0.0031
BELLE,2,0.0031
CAPONE,2,0.0031
CAPOBIANGO,2,0.0031
BELLI,2,0.0031
VARANDA,2,0.0031
ASSATO,2,0.0031
ANISIO,2,0.0031
BELLINTANI,2,0.0031
STEINMACHER,2,0.0031
STEINMETZ,2,0.0031
BATTI,2,0.0031
BOTAO,2,0.0031
VERA,2,0.0031
WOLF,2,0.0031
BATH,2,0.0031
BOSZCZOWSKI,2,0.0031
THE,2,0.0031
CASSEB,2,0.0031
VANZELER,2,0.0031
VERCOSA,2,0.0031
VARELA,2,0.0031
ANTERO,2,0.0031
BAU,2,0.0031
BELARMINO,2,0.0031
VAZQUEZ,2,0.0031
ANUDA,2,0.0031
AROUCHA,2,0.0031
BRABO,2,0.0031
BRINGEL,2,0.0031
VASSALLO,2,0.0031
BOZI,2,0.0031
BAUMGRATZ,2,0.0031
STAVISKI,2,0.0031
VASQUEZ,2,0.0031
VASCO,2,0.0031
THIMOTHEO,2,0.0031
ASCENCAO,2,0.0031
ANTONELLO,2,0.0031
THIMOTEO,2,0.0031
WINTER,2,0.0031
BAUMANN,2,0.0031
TOEBE,2,0.0031
SONEGO,2,0.0031
ARY,2,0.0031
CASAES,2,0.0031
BOULHOSA,2,0.0031
BOUDENS,2,0.0031
SOMBRA,2,0.0031
TOSCANO,2,0.0031
BORGATO,2,0.0031
SERAFINI,2,0.0031
VIDEIRA,2,0.0031
CALISTO,2,0.0031
BURGOS,2,0.0031
VIAL,2,0.0031
BERTON,2,0.0031
BERTONCELLO,2,0.0031
BERTONI,2,0.0031
CALIMAN,2,0.0031
CABEZAS,2,0.0031
AKEGAWA,2,0.0031
TAKAGI,2,0.0031
BURIL,2,0.0031
BOLDRINI,2,0.0031
TARACHUCKY,2,0.0031
ZATTONI,2,0.0031
SENE,2,0.0031
VETTORE,2,0.0031
SGANZERLA,2,0.0031
ZUIN,2,0.0031
CAMPANA,2,0.0031
ALBANO,2,0.0031
VILARINDO,2,0.0031
BALDIN,2,0.0031
ZARDO,2,0.0031
SGORLA,2,0.0031
ZARPELON,2,0.0031
BIU,2,0.0031
CHAMMA,2,0.0031
CALVET,2,0.0031
VICTORINO,2,0.0031
BALIEIRO,2,0.0031
SUZANO,2,0.0031
TRAVAGLIA,2,0.0031
CHIARELLO,2,0.0031
CHELOTTI,2,0.0031
BARCA,2,0.0031
TAKENAKA,2,0.0031
TRES,2,0.0031
ABOUD,2,0.0031
BALBI,2,0.0031
BALDUINO,2,0.0031
BALBINOT,2,0.0031
TAAM,2,0.0031
CHINELATO,2,0.0031
TANNUS,2,0.0031
CHEDID,2,0.0031
BIATO,2,0.0031
CHIKUSA,2,0.0031
BLANCO,2,0.0031
VILLANOVA,2,0.0031
BARBALHO,2,0.0031
ZENI,2,0.0031
BARBARA,2,0.0031
TAKAHASHI,2,0.0031
AGUIRRE,2,0.0031
TRZECIAK,2,0.0031
CAMARINHA,2,0.0031
CAMATA,2,0.0031
ABRAMOVICI,2,0.0031
SYLVESTRE,2,0.0031
TROVAO,2,0.0031
BIANCHINI,2,0.0031
ACCIOLY,2,0.0031
BIZERRA,2,0.0031
VILARINS,2,0.0031
CAMACHO,2,0.0031
BARBIO,2,0.0031
AIHARA,2,0.0031
BALDEZ,2,0.0031
CABREIRA,2,0.0031
BICHARA,2,0.0031
BOHM,2,0.0031
ABELHA,2,0.0031
BIASOLI,2,0.0031
ZARAGOZA,2,0.0031
SHIMADA,2,0.0031
ZANONI,2,0.0031
ABBADE,2,0.0031
TOURINHO,2,0.0031
CICERO,2,0.0031
CAGNI,2,0.0031
CAJUEIRO,2,0.0031
SERGIO,2,0.0031
CALABRIA,2,0.0031
ADERALDO,2,0.0031
TURQUE,2,0.0031
BARAO,2,0.0031
BONATTO,2,0.0031
CHRISTO,2,0.0031
CALMON,2,0.0031
BALMANT,2,0.0031
ZANON,2,0.0031
TOTO,2,0.0031
BALDO,2,0.0031
CIDADE,2,0.0031
ABADE,2,0.0031
BADU,2,0.0031
BEZERRO,2,0.0031
CAIADO,2,0.0031
VIOTTI,2,0.0031
ZANETTE,2,0.0031
BINI,2,0.0031
BERTAGNA,2,0.0031
BAETA,2,0.0031
CAIXEIRO,2,0.0031
CEZARINO,2,0.0031
VIGAS,2,0.0031
BALTHAZAR,2,0.0031
VIOL,2,0.0031
SHIMIZU,2,0.0031
ZIOLI,2,0.0031
BONATO,2,0.0031
AFONSECA,2,0.0031
SELVA,2,0.0031
ALBERNAZ,2,0.0031
BARATTO,2,0.0031
CHERMAN,2,0.0031
TABOSA,2,0.0031
TRAPP,2,0.0031
CAMPANINI,2,0.0031
BARDELLA,2,0.0031
ZAPPA,2,0.0031
CHERMONT,2,0.0031
VINCENT,2,0.0031
VIELMO,2,0.0031
ABBOUD,2,0.0031
ALBERTINI,2,0.0031
VICTORIO,2,0.0031
BERTHOLDO,2,0.0031
ZAPATA,2,0.0031
ABDALA,2,0.0031
BAIAO,2,0.0031
BONATES,2,0.0031
ALBERTON,2,0.0031
CHRISTOFOLO,2,0.0031
TUCCI,2,0.0031
BALDISSERA,2,0.0031
BIAGI,2,0.0031
VENTURINE,1,0.0016
NEIA,1,0.0016
OCAMPOS,1,0.0016
NEMER,1,0.0016
ODILON,1,0.0016
NELSON,1,0.0016
VENTURIM,1,0.0016
VENTORIM,1,0.0016
OCHOA,1,0.0016
OBESO,1,0.0016
OCHIRO,1,0.0016
NEIS,1,0.0016
NEIVAS,1,0.0016
NEME,1,0.0016
OCHS,1,0.0016
VIDELA,1,0.0016
OCHIUTO,1,0.0016
OBICI,1,0.0016
NISHIKIDO,1,0.0016
OHANA,1,0.0016
ODON,1,0.0016
OKANO,1,0.0016
OKAZAKI,1,0.0016
NECO,1,0.0016
NECKER,1,0.0016
OKITA,1,0.0016
VIDOTE,1,0.0016
NAZARI,1,0.0016
VIER,1,0.0016
VIERA,1,0.0016
VIESI,1,0.0016
VIESTEL,1,0.0016
NAZAL,1,0.0016
NAYLOR,1,0.0016
OKUMA,1,0.0016
OKUMOTO,1,0.0016
VENANZONI,1,0.0016
VIEZZER,1,0.0016
NAVEGA,1,0.0016
OLAVIO,1,0.0016
VIGAR,1,0.0016
OLAVO,1,0.0016
OLCHA,1,0.0016
OLCZEWSKI,1,0.0016
NAVARRETE,1,0.0016
VENDEIRO,1,0.0016
OKAMURA,1,0.0016
VENEZIANI,1,0.0016
NEDEFF,1,0.0016
NEHME,1,0.0016
ODONE,1,0.0016
NEGRY,1,0.0016
NEGRIZOLI,1,0.0016
NEGRINI,1,0.0016
NEGRI,1,0.0016
ODORICO,1,0.0016
VIDIGAL,1,0.0016
NEGREDO,1,0.0016
OERTEL,1,0.0016
OFFREDI,1,0.0016
OGA,1,0.0016
OGANDO,1,0.0016
OGURO,1,0.0016
OH,1,0.0016
VENERO,1,0.0016
VENDRAMIN,1,0.0016
VIDIO,1,0.0016
NEFFA,1,0.0016
NEDIR,1,0.0016
VIDOR,1,0.0016
OHLWEILER,1,0.0016
VENDRAMEL,1,0.0016
OBERDIEK,1,0.0016
NOVION,1,0.0016
NEMETALA,1,0.0016
NORO,1,0.0016
NOGUERA,1,0.0016
NOGUERES,1,0.0016
NIELLA,1,0.0016
NOGUES,1,0.0016
NIELEN,1,0.0016
NOJOSA,1,0.0016
NIEIRO,1,0.0016
NIEDERAUER,1,0.0016
NOLASSO,1,0.0016
NIECHEL,1,0.0016
VERRI,1,0.0016
VERONES,1,0.0016
NIDECK,1,0.0016
NICOLINI,1,0.0016
NOMERIANO,1,0.0016
NICOLIN,1,0.0016
NICOLICH,1,0.0016
VERONA,1,0.0016
NONNENMACHER,1,0.0016
VEROLA,1,0.0016
NORAT,1,0.0016
NORBERTO,1,0.0016
NORFINI,1,0.0016
NORJOSA,1,0.0016
NORMANDO,1,0.0016
VERNER,1,0.0016
VERMELHO,1,0.0016
VEZU,1,0.0016
VIALI,1,0.0016
VERSUTI,1,0.0016
NOGARA,1,0.0016
NIELSEN,1,0.0016
NIITSUMA,1,0.0016
VESSONI,1,0.0016
NISHIMORI,1,0.0016
VESSIO,1,0.0016
NISHIOKA,1,0.0016
NISIMURA,1,0.0016
NILTINHO,1,0.0016
NISTAL,1,0.0016
VESTENA,1,0.0016
VESPASIANO,1,0.0016
NILO,1,0.0016
NITAO,1,0.0016
NITSCHKE,1,0.0016
NITTO,1,0.0016
NIGAM,1,0.0016
VERVLOET,1,0.0016
VERZOLA,1,0.0016
NIEROTKA,1,0.0016
VETTER,1,0.0016
NIZZO,1,0.0016
NOAL,1,0.0016
NOBILE,1,0.0016
NIERO,1,0.0016
VERZELETTI,1,0.0016
NIENOW,1,0.0016
NIEMEIJER,1,0.0016
NOCE,1,0.0016
NOCKO,1,0.0016
NODARI,1,0.0016
NORNBERG,1,0.0016
NORTE,1,0.0016
OBARA,1,0.0016
NICOLE,1,0.0016
NESTAL,1,0.0016
VERDI,1,0.0016
NESPOLO,1,0.0016
VICTORA,1,0.0016
NOVILLO,1,0.0016
NOVINTE,1,0.0016
NISHIKAWA,1,0.0016
VICTORIANO,1,0.0016
NOVIS,1,0.0016
VERDERIO,1,0.0016
VERDEAL,1,0.0016
NOVOCHADLO,1,0.0016
NOVODWORSKI,1,0.0016
NUCCI,1,0.0016
VERDADEIRO,1,0.0016
VERDADE,1,0.0016
NERO,1,0.0016
VERBISCK,1,0.0016
NERINO,1,0.0016
NUTO,1,0.0016
VENUTO,1,0.0016
OBADIA,1,0.0016
VIDA,1,0.0016
NEPOTE,1,0.0016
NEORIO,1,0.0016
OBANA,1,0.0016
NEO,1,0.0016
NENTZINSKY,1,0.0016
NEMOTO,1,0.0016
NOVENA,1,0.0016
VERDINI,1,0.0016
NOVELLO,1,0.0016
NICCHIO,1,0.0016
NOSE,1,0.0016
NICOLAY,1,0.0016
NOTARI,1,0.0016
NOTARO,1,0.0016
NOTAROBERTO,1,0.0016
VIANEL,1,0.0016
NICODEMO,1,0.0016
VERLEUN,1,0.0016
VERGINIO,1,0.0016
VERGILIO,1,0.0016
NICKEL,1,0.0016
VERGETTI,1,0.0016
NICIANI,1,0.0016
VIARD,1,0.0016
NOVELINO,1,0.0016
NGUYEN,1,0.0016
NEYRA,1,0.0016
VERGAMINI,1,0.0016
NOVAK,1,0.0016
NOVAS,1,0.0016
VERGA,1,0.0016
VICALVI,1,0.0016
NOVATO,1,0.0016
VICENTINI,1,0.0016
NEVARES,1,0.0016
VICENZI,1,0.0016
NEUBAUER,1,0.0016
VICTER,1,0.0016
VELUDO,1,0.0016
SEITENFUS,1,0.0016
VELTEN,1,0.0016
URRA,1,0.0016
PARRO,1,0.0016
PARRAS,1,0.0016
PARRA,1,0.0016
PAROS,1,0.0016
URCULANO,1,0.0016
URDANGARIN,1,0.0016
PAROLA,1,0.0016
PARODIA,1,0.0016
PARMA,1,0.0016
PARUSHEV,1,0.0016
PARKER,1,0.0016
URRUTIA,1,0.0016
URSI,1,0.0016
PARIZ,1,0.0016
PARISE,1,0.0016
PARIS,1,0.0016
PARINTINTIN,1,0.0016
PARGAS,1,0.0016
PARSZUTO,1,0.0016
URBIETA,1,0.0016
PASTANA,1,0.0016
PASQUALETTI,1,0.0016
PASSIGATTI,1,0.0016
PASSETTI,1,0.0016
UOIENO,1,0.0016
PASSERI,1,0.0016
UPASE,1,0.0016
URANY,1,0.0016
PASQUOTTO,1,0.0016
PASQUALIN,1,0.0016
PASKULIN,1,0.0016
PASCHOALIN,1,0.0016
URBAN,1,0.0016
URBANETTO,1,0.0016
PASE,1,0.0016
PASCUAL,1,0.0016
URBANETZ,1,0.0016
PASCOA,1,0.0016
PASCO,1,0.0016
PASCHOALINO,1,0.0016
PARGA,1,0.0016
URTIGA,1,0.0016
PARDO,1,0.0016
PANTANO,1,0.0016
PAPARANA,1,0.0016
PAPAIZ,1,0.0016
PAPACENA,1,0.0016
PANZOLINI,1,0.0016
UZIEL,1,0.0016
PANZA,1,0.0016
VABO,1,0.0016
PANTE,1,0.0016
PANTALIAO,1,0.0016
PARDINI,1,0.0016
PANSINI,1,0.0016
PANSANI,1,0.0016
PANOEIRO,1,0.0016
PANKO,1,0.0016
PANIZ,1,0.0016
PANEGASSI,1,0.0016
PANDOLFO,1,0.0016
PANDINI,1,0.0016
PAPASEIT,1,0.0016
PAPI,1,0.0016
PARABOCZ,1,0.0016
PARACHIN,1,0.0016
PARDINHO,1,0.0016
PARASKI,1,0.0016
URUGA,1,0.0016
URZEDA,1,0.0016
PARAPAR,1,0.0016
USHIROBIRA,1,0.0016
USZACKI,1,0.0016
UTIYKE,1,0.0016
UTSCH,1,0.0016
PARAGUAY,1,0.0016
PARAGUAI,1,0.0016
PARAGINSKI,1,0.0016
PARAENSE,1,0.0016
UTTA,1,0.0016
PARADELA,1,0.0016
PARADAS,1,0.0016
UYEDA,1,0.0016
UNTURA,1,0.0016
UNIAS,1,0.0016
OLEARE,1,0.0016
UCHIYAMA,1,0.0016
PEDRADA,1,0.0016
UBIRAJARA,1,0.0016
PEDI,1,0.0016
PEDERNEIRAS,1,0.0016
PECORARO,1,0.0016
PECORARI,1,0.0016
UCHIKAWA,1,0.0016
PECLAT,1,0.0016
UCHOAS,1,0.0016
PEDRAO,1,0.0016
PEARCE,1,0.0016
UECKER,1,0.0016
PAZINATO,1,0.0016
UEDA,1,0.0016
UEMA,1,0.0016
UEMATSU,1,0.0016
PAZETO,1,0.0016
UEMURA,1,0.0016
UBERTI,1,0.0016
UBARANA,1,0.0016
UNGERICHT,1,0.0016
TURGEON,1,0.0016
PEGORARO,1,0.0016
TURCI,1,0.0016
TURCO,1,0.0016
TURCOT,1,0.0016
PEGHIM,1,0.0016
TURECK,1,0.0016
PEETERS,1,0.0016
TURELLA,1,0.0016
TURNES,1,0.0016
UBALDO,1,0.0016
TUROLA,1,0.0016
TUSCO,1,0.0016
TUTTMAN,1,0.0016
TUTYIA,1,0.0016
PEDRON,1,0.0016
TUXEN,1,0.0016
TWORKOWSKI,1,0.0016
UANUS,1,0.0016
UETA,1,0.0016
PAZES,1,0.0016
UEZ,1,0.0016
UNES,1,0.0016
PATTO,1,0.0016
PATRONO,1,0.0016
ULTRA,1,0.0016
UMBELINO,1,0.0016
UMEDA,1,0.0016
PATRINIERE,1,0.0016
UMPIERRE,1,0.0016
PATRIARCA,1,0.0016
PATOLEA,1,0.0016
PAVLACK,1,0.0016
PATOILO,1,0.0016
PATO,1,0.0016
PATIAS,1,0.0016
PATERNO,1,0.0016
PATEO,1,0.0016
UNGARETTI,1,0.0016
PATARRAZ,1,0.0016
PASTRO,1,0.0016
ULRICHSEN,1,0.0016
PATTUSSI,1,0.0016
PATURY,1,0.0016
PATZLAFF,1,0.0016
PAVARINO,1,0.0016
UEZU,1,0.0016
PAVANI,1,0.0016
UGGIONI,1,0.0016
PAUMGARTTEN,1,0.0016
PAULOZZI,1,0.0016
UJIKAWA,1,0.0016
PAULITSCH,1,0.0016
ULIAN,1,0.0016
ULIANA,1,0.0016
PAULINELLI,1,0.0016
ULIANI,1,0.0016
PAULAGAMA,1,0.0016
ULISSES,1,0.0016
PAUL,1,0.0016
ULKOWSKI,1,0.0016
PATZOLD,1,0.0016
PANDILHA,1,0.0016
PANCOTTO,1,0.0016
PANCIERA,1,0.0016
OROZCO,1,0.0016
ORTHA,1,0.0016
ORTH,1,0.0016
ORTEGAL,1,0.0016
VARGES,1,0.0016
NAVAI,1,0.0016
ORRU,1,0.0016
VARIANO,1,0.0016
VARJAO,1,0.0016
OROSCO,1,0.0016
ORTINS,1,0.0016
ORO,1,0.0016
VAROTTO,1,0.0016
VARSAMIS,1,0.0016
ORMONDE,1,0.0016
ORMOND,1,0.0016
ORMAY,1,0.0016
ORLEAN,1,0.0016
VASSALO,1,0.0016
ORTIGARA,1,0.0016
VARASQUIM,1,0.0016
VACCARI,1,0.0016
OSTRITZ,1,0.0016
VANTI,1,0.0016
OTHARAN,1,0.0016
VANZELOTTI,1,0.0016
OTAVIANO,1,0.0016
OTANI,1,0.0016
OSUNA,1,0.0016
VANZETTO,1,0.0016
OSTWALD,1,0.0016
OSTI,1,0.0016
VARASCHIN,1,0.0016
VANZILLOTTA,1,0.0016
OSOWSKI,1,0.0016
VARAO,1,0.0016
OSMAR,1,0.0016
OSMAN,1,0.0016
ORVIEDO,1,0.0016
ORTONCELLI,1,0.0016
ORTOLANI,1,0.0016
ORGAMBIDE,1,0.0016
ORELLANA,1,0.0016
ORDONEZ,1,0.0016
OLIVAS,1,0.0016
OLIVO,1,0.0016
VEGINI,1,0.0016
OLIVEIRAS,1,0.0016
VEIMROBER,1,0.0016
VELASQUES,1,0.0016
OLIVE,1,0.0016
VELASQUEZ,1,0.0016
VELAZQUEZ,1,0.0016
VELICHKOVICH,1,0.0016
ORAIR,1,0.0016
OLIVAL,1,0.0016
VELLAME,1,0.0016
OLIONI,1,0.0016
OLINTO,1,0.0016
VELOZO,1,0.0016
OLGADOR,1,0.0016
OLEGINI,1,0.0016
OLEGARIO,1,0.0016
VEECK,1,0.0016
VEDOY,1,0.0016
OLSCHEWSKI,1,0.0016
OLSEN,1,0.0016
VAZZOLER,1,0.0016
VEBER,1,0.0016
OPITZ,1,0.0016
VECCHI,1,0.0016
VECCHIA,1,0.0016
VECCHIO,1,0.0016
VECHIA,1,0.0016
ONERIO,1,0.0016
ONEL,1,0.0016
ONCAY,1,0.0016
VEDI,1,0.0016
OMAIRI,1,0.0016
OLZOG,1,0.0016
OLYNTHO,1,0.0016
OLVERA,1,0.0016
OLTRAMARI,1,0.0016
OLSSON,1,0.0016
OTHECHAR,1,0.0016
VANOLLI,1,0.0016
OTTAIANO,1,0.0016
PALAZOLLI,1,0.0016
VALDUGA,1,0.0016
VALENCIA,1,0.0016
PALHAO,1,0.0016
PALHA,1,0.0016
PALGROSSI,1,0.0016
PALERMO,1,0.0016
VALENTINI,1,0.0016
VALER,1,0.0016
VALERA,1,0.0016
PAIAO,1,0.0016
VALERINI,1,0.0016
PALACKY,1,0.0016
PALACIOS,1,0.0016
VALERO,1,0.0016
VALIATI,1,0.0016
PAISANI,1,0.0016
VALIM,1,0.0016
VALIN,1,0.0016
PALITOL,1,0.0016
PALLA,1,0.0016
PALM,1,0.0016
VALDRIGHI,1,0.0016
VACCARO,1,0.0016
PANASIEWICZ,1,0.0016
PAN,1,0.0016
VAINE,1,0.0016
PALUMA,1,0.0016
PALUCH,1,0.0016
PALOSCHI,1,0.0016
PALOS,1,0.0016
VAINFAS,1,0.0016
PALOMINO,1,0.0016
PALOMBO,1,0.0016
PALMISCIANO,1,0.0016
VALAMATOS,1,0.0016
PALMIER,1,0.0016
VALCARENGHI,1,0.0016
PALMERIM,1,0.0016
VALDEVINO,1,0.0016
PAIRE,1,0.0016
PAGY,1,0.0016
VANJURA,1,0.0016
OURO,1,0.0016
OZGA,1,0.0016
OZEKI,1,0.0016
OYAMA,1,0.0016
OYAFUSO,1,0.0016
OVIDES,1,0.0016
OVANDO,1,0.0016
OUTERELO,1,0.0016
VANAZZI,1,0.0016
VANDERLEY,1,0.0016
PAGOTTO,1,0.0016
OURIQUES,1,0.0016
OURIQUE,1,0.0016
OUEDRAOGO,1,0.0016
VANINI,1,0.0016
OTUBO,1,0.0016
OTTONI,1,0.0016
OTTO,1,0.0016
OTTIS,1,0.0016
VAN,1,0.0016
VALVIESSE,1,0.0016
PACATUBA,1,0.0016
PACHE,1,0.0016
PAGNONCELLI,1,0.0016
VALLADAO,1,0.0016
PAGATINI,1,0.0016
VALLADARES,1,0.0016
PAGANO,1,0.0016
PAGANI,1,0.0016
PAEL,1,0.0016
VALLEJO,1,0.0016
PADRONES,1,0.0016
PADRE,1,0.0016
PADOVANI,1,0.0016
VALLER,1,0.0016
VALLIER,1,0.0016
PACO,1,0.0016
VALLVE,1,0.0016
VALOIS,1,0.0016
VALTAO,1,0.0016
NAVARINI,1,0.0016
NACHABE,1,0.0016
VIGATA,1,0.0016
MICALI,1,0.0016
MICHELON,1,0.0016
ZAFFALON,1,0.0016
MICHELLUZZI,1,0.0016
MICHELLI,1,0.0016
ZAGAGLIA,1,0.0016
MICHELI,1,0.0016
MICHELETTE,1,0.0016
ZAGANELLI,1,0.0016
MICHELATO,1,0.0016
MICHELAN,1,0.0016
ZAGHETTO,1,0.0016
ZAGOTO,1,0.0016
MICHALCZUK,1,0.0016
MICHAILIDIS,1,0.0016
ZAHAIKEVITCH,1,0.0016
ZAIDMAN,1,0.0016
MICHA,1,0.0016
ZALIS,1,0.0016
ZALTRAO,1,0.0016
ZACHOW,1,0.0016
MICHNIK,1,0.0016
MIDDLETON,1,0.0016
ZABOETZKI,1,0.0016
YUNG,1,0.0016
YURTSEVER,1,0.0016
MILAN,1,0.0016
ZABEL,1,0.0016
ZABIELA,1,0.0016
MILAGRES,1,0.0016
MILAGRE,1,0.0016
MIGUENS,1,0.0016
MIGUEIS,1,0.0016
MIDORIKAWA,1,0.0016
MIGLORANCIA,1,0.0016
MIGLIORINI,1,0.0016
MIGLIARDI,1,0.0016
ZABOT,1,0.0016
ZACARIOTTO,1,0.0016
ZACCARO,1,0.0016
MIGITA,1,0.0016
MIERES,1,0.0016
MICCAS,1,0.0016
MIBIELLI,1,0.0016
MILANELLO,1,0.0016
ZALUAR,1,0.0016
ZANA,1,0.0016
ZANARDO,1,0.0016
ZANATA,1,0.0016
ZANCANARO,1,0.0016
ZANCHETTIN,1,0.0016
MERINI,1,0.0016
MERIGUI,1,0.0016
ZANCHI,1,0.0016
ZANDAVALLI,1,0.0016
MERIDA,1,0.0016
ZANDOMENICO,1,0.0016
MERGAR,1,0.0016
MEREGE,1,0.0016
MEREB,1,0.0016
MERCURI,1,0.0016
ZANDOMENIGHI,1,0.0016
MERCALDO,1,0.0016
MERCADO,1,0.0016
ZANDONAI,1,0.0016
MERINO,1,0.0016
MERLY,1,0.0016
MERMIRIS,1,0.0016
ZAMBA,1,0.0016
MIASATO,1,0.0016
MIARI,1,0.0016
MIANA,1,0.0016
MEZZOMO,1,0.0016
MEZRAHI,1,0.0016
MEZECH,1,0.0016
MEZAVILLA,1,0.0016
MEZACASA,1,0.0016
ZAMBE,1,0.0016
ZAMPIRON,1,0.0016
ZAMBENEDETTI,1,0.0016
ZAMBERLAN,1,0.0016
MESSAGI,1,0.0016
MESSAGE,1,0.0016
MESSA,1,0.0016
ZAMBONIN,1,0.0016
ZAMIN,1,0.0016
ZAMPIER,1,0.0016
YULE,1,0.0016
YOUSSEF,1,0.0016
NATILI,1,0.0016
MINSKI,1,0.0016
WOICOLESCO,1,0.0016
MISHMISH,1,0.0016
MISCHIATTI,1,0.0016
MIRON,1,0.0016
MIRANDOLA,1,0.0016
WOLGAMOTT,1,0.0016
MIRAGLIA,1,0.0016
WOLHER,1,0.0016
WOLLMANN,1,0.0016
WOLNEY,1,0.0016
WOLNIEWICZ,1,0.0016
MIQUELITO,1,0.0016
WONDRACEK,1,0.0016
WOORTMANN,1,0.0016
WOSGRAU,1,0.0016
MIODOWNIK,1,0.0016
MINUZZI,1,0.0016
WRIGHT,1,0.0016
WU,1,0.0016
MISSIAGGIA,1,0.0016
WOEHL,1,0.0016
MISSIAS,1,0.0016
MITSUNAGA,1,0.0016
WISNIESKI,1,0.0016
MIYASAKI,1,0.0016
WITECK,1,0.0016
MIYAMOTO,1,0.0016
MIYAKODA,1,0.0016
MIYAHIRA,1,0.0016
MITTEROFHE,1,0.0016
MITTERHOFER,1,0.0016
WITSCHORECK,1,0.0016
MISSIUNAS,1,0.0016
WITT,1,0.0016
MITRE,1,0.0016
MITRAUD,1,0.0016
MITKIEWICZ,1,0.0016
MITEL,1,0.0016
MISZKOVSKI,1,0.0016
WITTMANN,1,0.0016
MISURINI,1,0.0016
MINTEGUI,1,0.0016
MINOSSO,1,0.0016
YOUNG,1,0.0016
MINILLO,1,0.0016
MILLEO,1,0.0016
YAGODNIK,1,0.0016
MILLA,1,0.0016
MILL,1,0.0016
MILKI,1,0.0016
MILITANI,1,0.0016
YAMANAKA,1,0.0016
YANAI,1,0.0016
YASSINE,1,0.0016
YAWANAWA,1,0.0016
MILENA,1,0.0016
MILECK,1,0.0016
YIP,1,0.0016
MILBRADT,1,0.0016
YOKOYAMA,1,0.0016
MILARE,1,0.0016
YONAMINE,1,0.0016
YONG,1,0.0016
MILANIO,1,0.0016
YACUBIAN,1,0.0016
YACOVENCO,1,0.0016
MINASI,1,0.0016
MINGARDI,1,0.0016
MINI,1,0.0016
WULHYNEK,1,0.0016
WUNDHEILER,1,0.0016
MINHOTO,1,0.0016
MINHAQUI,1,0.0016
MINGRONE,1,0.0016
MINGHETTI,1,0.0016
WUNSCH,1,0.0016
MING,1,0.0016
MINATTO,1,0.0016
MINERVINI,1,0.0016
MINEO,1,0.0016
XANTHAKOS,1,0.0016
MINELLO,1,0.0016
XIKOTA,1,0.0016
XIMENDES,1,0.0016
MINE,1,0.0016
MINCHIO,1,0.0016
MERABET,1,0.0016
ZANELA,1,0.0016
ZANELATO,1,0.0016
MATURINO,1,0.0016
MAXTA,1,0.0016
ZISER,1,0.0016
ZOCA,1,0.0016
MAXIMA,1,0.0016
MAX,1,0.0016
ZOGHBI,1,0.0016
ZOLET,1,0.0016
ZOLOTAR,1,0.0016
ZOQUI,1,0.0016
MAVIGNIER,1,0.0016
MAUX,1,0.0016
ZORZAN,1,0.0016
ZORZELA,1,0.0016
MAUES,1,0.0016
MAUERWERK,1,0.0016
ZORZI,1,0.0016
ZOTELI,1,0.0016
MAUER,1,0.0016
MAUA,1,0.0016
ZIOLKOSKI,1,0.0016
MAYWORM,1,0.0016
ZINELLI,1,0.0016
ZILLMER,1,0.0016
ZICA,1,0.0016
MAZZUCO,1,0.0016
ZIDDE,1,0.0016
ZIELINSKY,1,0.0016
ZIESEMER,1,0.0016
MAZZUCCHELLI,1,0.0016
ZILE,1,0.0016
MAZZOCCO,1,0.0016
MAZZO,1,0.0016
MAZACOTTE,1,0.0016
MAZZILLO,1,0.0016
MAZZEU,1,0.0016
ZIMBRES,1,0.0016
MAZURKIEVICZ,1,0.0016
ZIMERMANN,1,0.0016
ZINADER,1,0.0016
MAZALI,1,0.0016
MAZAGAO,1,0.0016
MATUSZAK,1,0.0016
ZSOGON,1,0.0016
ZANELLA,1,0.0016
MATUMOTO,1,0.0016
MATIOLI,1,0.0016
MATINADA,1,0.0016
MATIELLO,1,0.0016
ZUVANOV,1,0.0016
MATHIES,1,0.0016
ZUZA,1,0.0016
ZUZARTE,1,0.0016
MATEU,1,0.0016
MATEI,1,0.0016
MATASSOLI,1,0.0016
MATARUCO,1,0.0016
MATARELLI,1,0.0016
MATACHON,1,0.0016
ZWICK,1,0.0016
MASUDA,1,0.0016
MASTRODOMENICO,1,0.0016
MASTRANGELO,1,0.0016
ZYCH,1,0.0016
MASTELLA,1,0.0016
MATION,1,0.0016
MATIOTTI,1,0.0016
ZUPPANI,1,0.0016
MATTANA,1,0.0016
ZUBCOV,1,0.0016
MATTOSO,1,0.0016
MATTOSINHO,1,0.0016
ZUBICUETA,1,0.0016
ZUCK,1,0.0016
MATTIELLO,1,0.0016
ZUFFI,1,0.0016
MATTAR,1,0.0016
ZUFFO,1,0.0016
ZUNIGA,1,0.0016
ZUGAIB,1,0.0016
MATSUUCHI,1,0.0016
ZUGLIANI,1,0.0016
MATSUSHITA,1,0.0016
MATSUMURA,1,0.0016
ZUNEDA,1,0.0016
MATOZO,1,0.0016
MATOSO,1,0.0016
MCCALLUM,1,0.0016
MCNAMARA,1,0.0016
ZIBETTI,1,0.0016
ZHYDENKO,1,0.0016
MENEGHEL,1,0.0016
