UNOME,QTDE,PERC
QUINTANA,3,0.0047
MANCINI,3,0.0047
FLAUSINO,3,0.0047
MARAMALDO,3,0.0047
FORTALEZA,3,0.0047
CANELLAS,3,0.0047
MELGACO,3,0.0047
TIMOTEO,3,0.0047
ZACARIAS,3,0.0047
FUJIMOTO,3,0.0047
FURLAN,3,0.0047
AMADOR,3,0.0047
TIBURCIO,3,0.0047
MAGNO,3,0.0047
MICHELS,3,0.0047
BRAVO,3,0.0047
TEDESCO,3,0.0047
FUTURO,3,0.0047
PRAES,3,0.0047
PUERARI,3,0.0047
ZIMMER,3,0.0047
ZIMMERMANN,3,0.0047
MAZIERO,3,0.0047
FELISBERTO,3,0.0047
REGINA,3,0.0047
EUGENIO,3,0.0047
ADACHI,3,0.0047
MAYER,3,0.0047
EIRAS,3,0.0047
ZETOLES,3,0.0047
MICHALSKI,3,0.0047
AGOSTINHO,3,0.0047
BRETAS,3,0.0047
FIGUEROA,3,0.0047
MARCHI,3,0.0047
TANURE,3,0.0047
COAN,3,0.0047
ESPINOLA,3,0.0047
CONDURU,3,0.0047
RAULINO,3,0.0047
RAYMUNDO,3,0.0047
FRIGO,3,0.0047
RAZERA,3,0.0047
ROMAN,3,0.0047
FERRI,3,0.0047
BRIGIDA,3,0.0047
MAREGA,3,0.0047
PROCOPIO,3,0.0047
AGOSTINI,3,0.0047
CAHET,3,0.0047
ESTEVAM,3,0.0047
FROSI,3,0.0047
SANTANNA,3,0.0047
GONZALES,3,0.0047
SABOYA,3,0.0047
HIRATA,3,0.0047
BERTOLINI,3,0.0047
MOULIN,3,0.0047
LAPA,3,0.0047
URQUIZA,3,0.0047
LANNES,3,0.0047
VITORIO,3,0.0047
LANNA,3,0.0047
PARANHOS,3,0.0047
HERMANN,3,0.0047
HERMES,3,0.0047
SOLON,3,0.0047
AZAMBUJA,3,0.0047
HERRERA,3,0.0047
PAMPLONA,3,0.0047
TONINI,3,0.0047
HOFF,3,0.0047
SATURNINO,3,0.0047
PALMIERI,3,0.0047
BACELLAR,3,0.0047
CEOLIN,3,0.0047
CURTO,3,0.0047
LAMAS,3,0.0047
VIRTUOSO,3,0.0047
MUNDIM,3,0.0047
VIRGINIO,3,0.0047
LAFAYETTE,3,0.0047
VALES,3,0.0047
DELMONDES,3,0.0047
DEWES,3,0.0047
URBANO,3,0.0047
PAGOTO,3,0.0047
ULHOA,3,0.0047
GUIDA,3,0.0047
GUIDI,3,0.0047
PEDRAS,3,0.0047
SCARANO,3,0.0047
DIOGENES,3,0.0047
LEIPNITZ,3,0.0047
ASSAF,3,0.0047
CERVO,3,0.0047
MORETTO,3,0.0047
DIEB,3,0.0047
GUTERRES,3,0.0047
LAVRA,3,0.0047
PAVAN,3,0.0047
CARTAXO,3,0.0047
LARANJA,3,0.0047
BHERING,3,0.0047
BEZERRIL,3,0.0047
SORIA,3,0.0047
LAURINDO,3,0.0047
SABATINI,3,0.0047
VOGT,3,0.0047
CROSSETTI,3,0.0047
CRUVINEL,3,0.0047
VIZZOTTO,3,0.0047
PATRAO,3,0.0047
MORTE,3,0.0047
AURELIO,3,0.0047
LARANJEIRA,3,0.0047
BAGOLIN,3,0.0047
MURAKAMI,3,0.0047
PEDROTTI,3,0.0047
JOAO,3,0.0047
JACOBS,3,0.0047
JACOME,3,0.0047
OLIVA,3,0.0047
BALTAR,3,0.0047
JAIME,3,0.0047
SANDRI,3,0.0047
CATAO,3,0.0047
CATARINO,3,0.0047
KOBAYASHI,3,0.0047
BAY,3,0.0047
NAZARIO,3,0.0047
BAUER,3,0.0047
BARACHO,3,0.0047
JOIA,3,0.0047
JACO,3,0.0047
NERIS,3,0.0047
NUNEZ,3,0.0047
KIMURA,3,0.0047
NOVO,3,0.0047
JULIO,3,0.0047
KASPER,3,0.0047
DAMASIO,3,0.0047
NINA,3,0.0047
SIMONETTI,3,0.0047
NORA,3,0.0047
BARROCA,3,0.0047
BARRADAS,3,0.0047
SIMPLICIO,3,0.0047
JACOB,3,0.0047
JACINTHO,3,0.0047
VINAGRE,3,0.0047
CASTANHEIRA,3,0.0047
BAIMA,3,0.0047
KUSTER,3,0.0047
SALIM,3,0.0047
PACE,3,0.0047
VANDERLEI,3,0.0047
BELTRAME,3,0.0047
NACIF,3,0.0047
BALBE,3,0.0047
CASSIMIRO,3,0.0047
IGREJA,3,0.0047
ILHA,3,0.0047
VARANDAS,3,0.0047
VILLACA,3,0.0047
INOJOSA,3,0.0047
SILVANO,3,0.0047
KUIAVA,3,0.0047
SALVIO,3,0.0047
KREUTZ,3,0.0047
KREMER,3,0.0047
BALEN,3,0.0047
ISMAEL,3,0.0047
CASTELLO,3,0.0047
CASTELO,3,0.0047
ONO,3,0.0047
VILARINHO,3,0.0047
OLMEDO,3,0.0047
OLIVER,3,0.0047
CASTILLO,3,0.0047
WALTER,3,0.0047
ONOFRE,3,0.0047
SPINDOLA,3,0.0047
GOSMANN,3,0.0047
DRUMMOND,3,0.0047
BOEIRA,3,0.0047
PERRONI,3,0.0047
DONATO,3,0.0047
MOITINHO,3,0.0047
COURA,3,0.0047
TRISTAO,3,0.0047
GODEIRO,3,0.0047
CARNAUBA,3,0.0047
LIMONGI,3,0.0047
TOSTES,3,0.0047
LIMOEIRO,3,0.0047
BONOTTO,3,0.0047
DOMINICI,3,0.0047
COURY,3,0.0047
TROMBINI,3,0.0047
ARENA,3,0.0047
GLORIA,3,0.0047
LORENZO,3,0.0047
DOMINGUEZ,3,0.0047
WEINTRAUB,3,0.0047
BOFF,3,0.0047
ARGOLO,3,0.0047
WERNER,3,0.0047
ARAKAKI,3,0.0047
BOM,3,0.0047
BOLZAN,3,0.0047
PIANCO,3,0.0047
ROXO,3,0.0047
DORNELAS,3,0.0047
MOLL,3,0.0047
LIRIO,3,0.0047
TRENTIN,3,0.0047
LOBOSCO,3,0.0047
CHAIN,3,0.0047
MONCAO,3,0.0047
PEGAS,3,0.0047
WEISS,3,0.0047
BOHRER,3,0.0047
RUA,3,0.0047
GONSALVES,3,0.0047
BOGEA,3,0.0047
LOCATELLI,3,0.0047
LOCKS,3,0.0047
ARGENTA,3,0.0047
PIAIA,3,0.0047
CHACON,3,0.0047
BORDIGNON,3,0.0047
LOUZEIRO,3,0.0047
LEONARDO,3,0.0047
CORNELIO,3,0.0047
WANZELER,3,0.0047
LEON,3,0.0047
AROUCHE,3,0.0047
ARNAUT,3,0.0047
MORATELLI,3,0.0047
TUPINAMBA,3,0.0047
PENEDO,3,0.0047
BIONDO,3,0.0047
GIRARDI,3,0.0047
WATANABE,3,0.0047
CRAVO,3,0.0047
SOTO,3,0.0047
BIZZO,3,0.0047
DUQUE,3,0.0047
DIONIZIO,3,0.0047
ROSIM,2,0.0031
SALONE,2,0.0031
RIMES,2,0.0031
DAFLON,2,0.0031
CLEMENTINO,2,0.0031
SARINHO,2,0.0031
ROSSATO,2,0.0031
CIRIACO,2,0.0031
DAMACENO,2,0.0031
FACCO,2,0.0031
DOWSLEY,2,0.0031
ROSSETTI,2,0.0031
DUNLEY,2,0.0031
SANTANDER,2,0.0031
SCHEIDT,2,0.0031
SARRI,2,0.0031
CIPRIANO,2,0.0031
CORDOVIL,2,0.0031
DUO,2,0.0031
SCHLEDER,2,0.0031
SALVIANO,2,0.0031
SANDER,2,0.0031
CLAUDIO,2,0.0031
DOTTO,2,0.0031
CLAUS,2,0.0031
SECO,2,0.0031
SANTAREM,2,0.0031
CZEPIELEWSKI,2,0.0031
ROSAL,2,0.0031
DALTRO,2,0.0031
ROVARIS,2,0.0031
CORSINO,2,0.0031
CORAZZA,2,0.0031
DUMONT,2,0.0031
DANIN,2,0.0031
CISNE,2,0.0031
CISCOTTO,2,0.0031
DALCIN,2,0.0031
SCHETTINO,2,0.0031
CORBELLINI,2,0.0031
DAMACENA,2,0.0031
CORONEL,2,0.0031
SANMARTIN,2,0.0031
DAMKE,2,0.0031
DANESE,2,0.0031
CORRADI,2,0.0031
EZEQUIEL,2,0.0031
ROSENO,2,0.0031
RISCADO,2,0.0031
DAIBERT,2,0.0031
SCHERRER,2,0.0031
DRUZIAN,2,0.0031
ROSALES,2,0.0031
CLARO,2,0.0031
CIROLINI,2,0.0031
DAMBROS,2,0.0031
ROSALINO,2,0.0031
ROSAR,2,0.0031
DALRI,2,0.0031
COQUEIRO,2,0.0031
DALMOLIN,2,0.0031
CLARK,2,0.0031
CORVELO,2,0.0031
DANZIATO,2,0.0031
EUZEBIO,2,0.0031
SARDELA,2,0.0031
SEDLACEK,2,0.0031
SANDRINI,2,0.0031
EMERICK,2,0.0031
SASAKI,2,0.0031
DOCKHORN,2,0.0031
RUDAKOFF,2,0.0031
CREMASCO,2,0.0031
DOMICIANO,2,0.0031
SCHUTZ,2,0.0031
SAVIOLI,2,0.0031
CONSTANCIO,2,0.0031
ERICEIRA,2,0.0031
SCHWARZBOLD,2,0.0031
RODOLFO,2,0.0031
RUBINSTEIN,2,0.0031
COZENDEY,2,0.0031
COLETTO,2,0.0031
DETANICO,2,0.0031
ERNESTO,2,0.0031
ELER,2,0.0031
DESIDERIO,2,0.0031
ROCKENBACH,2,0.0031
DESCHAMPS,2,0.0031
DEROSSI,2,0.0031
SABENCA,2,0.0031
SCHRAMM,2,0.0031
SALLENAVE,2,0.0031
CREPALDI,2,0.0031
EMIDIO,2,0.0031
CRESCENCIO,2,0.0031
ELLER,2,0.0031
SCHROEDER,2,0.0031
SCHUCK,2,0.0031
CRISTINO,2,0.0031
ENDLICH,2,0.0031
DILL,2,0.0031
SCHULTZ,2,0.0031
ROJAS,2,0.0031
DIEFENBACH,2,0.0031
DITTER,2,0.0031
CRISTOVAO,2,0.0031
DIVINO,2,0.0031
SCALCO,2,0.0031
COLPINI,2,0.0031
SCHUMANN,2,0.0031
ENES,2,0.0031
ROMARIZ,2,0.0031
SAID,2,0.0031
COL,2,0.0031
SCOFANO,2,0.0031
CUPERTINO,2,0.0031
DEMARTINI,2,0.0031
RONDON,2,0.0031
SCOTELANO,2,0.0031
COCO,2,0.0031
SCOTTON,2,0.0031
CURVO,2,0.0031
EGITO,2,0.0031
SECCHI,2,0.0031
COPATI,2,0.0031
COTTA,2,0.0031
CLETO,2,0.0031
RIZZO,2,0.0031
ROZADO,2,0.0031
DELFINO,2,0.0031
ESQUERRE,2,0.0031
CZAIKOWSKI,2,0.0031
ESTEPHANIO,2,0.0031
COPETTI,2,0.0031
DELBONI,2,0.0031
DONINI,2,0.0031
CURVINA,2,0.0031
RUBIM,2,0.0031
ROCCO,2,0.0031
RUBIN,2,0.0031
ROMEU,2,0.0031
DEON,2,0.0031
SCOPEL,2,0.0031
DEOLINDO,2,0.0031
ROMIO,2,0.0031
DEOCLECIO,2,0.0031
CONSTANTINO,2,0.0031
SAKAMOTO,2,0.0031
CURVELLO,2,0.0031
DENIUR,2,0.0031
ROCCA,2,0.0031
SCORALICK,2,0.0031
SCHEFER,2,0.0031
SAKIYAMA,2,0.0031
EIRADO,2,0.0031
CURTY,2,0.0031
SALAZAR,2,0.0031
ROSITO,2,0.0031
LANA,2,0.0031
RIGO,2,0.0031
NAZARE,2,0.0031
LADEIA,2,0.0031
MURAD,2,0.0031
LACANA,2,0.0031
LABOISSIERE,2,0.0031
MUSSI,2,0.0031
MUSSOI,2,0.0031
NADAI,2,0.0031
KUNZLER,2,0.0031
KUMMEL,2,0.0031
KUHN,2,0.0031
KUBOTA,2,0.0031
NAKAMURA,2,0.0031
KOVACS,2,0.0031
KOUZAK,2,0.0031
KOURY,2,0.0031
NAPOLEAO,2,0.0031
NAPOLI,2,0.0031
NARDOTO,2,0.0031
KOHLER,2,0.0031
NASSER,2,0.0031
NASSERALA,2,0.0031
KOGA,2,0.0031
NATAL,2,0.0031
NATALINO,2,0.0031
KOEHLER,2,0.0031
LADEIRA,2,0.0031
LAIA,2,0.0031
LAMEGO,2,0.0031
LAURIANO,2,0.0031
MORBACH,2,0.0031
MORBECK,2,0.0031
LELLIS,2,0.0031
MORELLI,2,0.0031
LEIRIA,2,0.0031
MORES,2,0.0031
LEGNANI,2,0.0031
LEDA,2,0.0031
LAZZAROTTO,2,0.0031
LAZARO,2,0.0031
LAVORATO,2,0.0031
LAURIA,2,0.0031
MUCHIUTTI,2,0.0031
LAURENTINO,2,0.0031
LAU,2,0.0031
LATINI,2,0.0031
LAPOLLI,2,0.0031
LANGE,2,0.0031
MOUZER,2,0.0031
LANG,2,0.0031
LANES,2,0.0031
LANDIN,2,0.0031
LANDAHL,2,0.0031
LAMY,2,0.0031
NAZAR,2,0.0031
NAZARENO,2,0.0031
RIELLA,2,0.0031
NECKEL,2,0.0031
NUERNBERG,2,0.0031
JOHN,2,0.0031
JOB,2,0.0031
JEZUS,2,0.0031
JEREMIAS,2,0.0031
OKAMOTO,2,0.0031
JANSEN,2,0.0031
JANEIRO,2,0.0031
JAMBEIRO,2,0.0031
JALES,2,0.0031
OLIMPIO,2,0.0031
JAEGER,2,0.0031
JACOMINI,2,0.0031
JACOBI,2,0.0031
JABUR,2,0.0031
IZIDORO,2,0.0031
OLMOS,2,0.0031
ITAPARICA,2,0.0031
ISSA,2,0.0031
ISRAEL,2,0.0031
ORLANDI,2,0.0031
ORLANDO,2,0.0031
ORNELLAS,2,0.0031
ISAIAS,2,0.0031
ISABEL,2,0.0031
JOSEPH,2,0.0031
JOVENTINO,2,0.0031
JUENGE,2,0.0031
KELLER,2,0.0031
NEDER,2,0.0031
NERES,2,0.0031
NESPOLI,2,0.0031
NETO,2,0.0031
NEUMANN,2,0.0031
NEY,2,0.0031
KEUSEN,2,0.0031
KERN,2,0.0031
NICOLETTI,2,0.0031
NICOLI,2,0.0031
KELLY,2,0.0031
KAWANO,2,0.0031
JULIANELLI,2,0.0031
KATZ,2,0.0031
NISHIMURA,2,0.0031
NITA,2,0.0031
NIWA,2,0.0031
KAMPF,2,0.0031
NOE,2,0.0031
NOGUEZ,2,0.0031
NOMAN,2,0.0031
JUNKES,2,0.0031
NOTTAR,2,0.0031
NOUGA,2,0.0031
LEONE,2,0.0031
LEONI,2,0.0031
LEOPOLDINO,2,0.0031
LEOPOLDO,2,0.0031
MARCELLO,2,0.0031
MELMAN,2,0.0031
MARANGON,2,0.0031
MELQUIADES,2,0.0031
MARACAJA,2,0.0031
MANZAN,2,0.0031
MENEGAZZO,2,0.0031
MANOEL,2,0.0031
MENEGUELLI,2,0.0031
MANGABEIRA,2,0.0031
MENON,2,0.0031
MANESCHY,2,0.0031
MEOTTI,2,0.0031
MANDELLI,2,0.0031
MANCIO,2,0.0031
MERCADANTE,2,0.0031
MERGULHAO,2,0.0031
MALTEZ,2,0.0031
MALLET,2,0.0031
MALIZIA,2,0.0031
MALERBA,2,0.0031
MALDONADO,2,0.0031
MESTER,2,0.0031
METZKER,2,0.0031
MALAGUTTI,2,0.0031
MARCHESE,2,0.0031
MARCHETI,2,0.0031
MARCHETTI,2,0.0031
MARTEL,2,0.0031
MASSON,2,0.0031
MASO,2,0.0031
MATHEUS,2,0.0031
MATOLA,2,0.0031
MATSUBARA,2,0.0031
MARTON,2,0.0031
MATTE,2,0.0031
MARTINES,2,0.0031
MARTINELLI,2,0.0031
MATURANA,2,0.0031
MARTELL,2,0.0031
MARRONI,2,0.0031
MARCHINI,2,0.0031
MARREIRO,2,0.0031
MARREIRA,2,0.0031
MAZO,2,0.0031
MAZZEI,2,0.0031
MAROCCOLO,2,0.0031
MARIOTTI,2,0.0031
MAZZONI,2,0.0031
MECENAS,2,0.0031
MARCOS,2,0.0031
MARCON,2,0.0031
MEIER,2,0.0031
MIATELO,2,0.0031
MICELI,2,0.0031
MICHAEL,2,0.0031
MOLINARI,2,0.0031
LORENA,2,0.0031
LONTRA,2,0.0031
LONDERO,2,0.0031
MOHR,2,0.0031
LOMBARDI,2,0.0031
LOMBA,2,0.0031
LOLLI,2,0.0031
MOISES,2,0.0031
LOFRANO,2,0.0031
MOIZINHO,2,0.0031
LODI,2,0.0031
LISA,2,0.0031
MOCO,2,0.0031
LIPPI,2,0.0031
MONNERAT,2,0.0031
MONSORES,2,0.0031
MONTALVAO,2,0.0031
MONTEL,2,0.0031
LICHT,2,0.0031
LIBERATO,2,0.0031
LIBERAL,2,0.0031
MONTEZUMA,2,0.0031
LEY,2,0.0031
LESKE,2,0.0031
LORENTZ,2,0.0031
MOCELLIN,2,0.0031
MAIOLI,2,0.0031
MINAMI,2,0.0031
MAIO,2,0.0031
MICHELIN,2,0.0031
MAGANHA,2,0.0031
MADEIROS,2,0.0031
MILANEZI,2,0.0031
MACIAS,2,0.0031
MILANO,2,0.0031
MILET,2,0.0031
MILFONT,2,0.0031
MILHOMENS,2,0.0031
MILLAN,2,0.0031
LUSA,2,0.0031
LOSS,2,0.0031
LUPORINI,2,0.0031
LUNDGREN,2,0.0031
LUDVIG,2,0.0031
LUDTKE,2,0.0031
LUCINARI,2,0.0031
LUCIANI,2,0.0031
LUCIA,2,0.0031
LOZANO,2,0.0031
LOYOLA,2,0.0031
LOURENCAO,2,0.0031
LOUREDO,2,0.0031
ISAAC,2,0.0031
ORPHAO,2,0.0031
ORRICO,2,0.0031
GOBETTI,2,0.0031
GANDRA,2,0.0031
GALUCIO,2,0.0031
GALLI,2,0.0031
GALHARDO,2,0.0031
GALENO,2,0.0031
POUBEL,2,0.0031
POVOAS,2,0.0031
POZZEBON,2,0.0031
POZZOBON,2,0.0031
GABRIELLI,2,0.0031
GABAS,2,0.0031
PRASERES,2,0.0031
PRAXEDES,2,0.0031
PRESSATO,2,0.0031
FUCK,2,0.0031
FROIS,2,0.0031
PROENCA,2,0.0031
PROFETA,2,0.0031
FRITSCHE,2,0.0031
FRINHANI,2,0.0031
FRIEDRICH,2,0.0031
PRUDENCIO,2,0.0031
FREITAG,2,0.0031
PUGLIESE,2,0.0031
PULINO,2,0.0031
GANEM,2,0.0031
PONTUAL,2,0.0031
PONCIO,2,0.0031
GIACOMETTI,2,0.0031
PIEDADE,2,0.0031
GLAESER,2,0.0031
PIERETTI,2,0.0031
GITAHY,2,0.0031
PIGNATON,2,0.0031
PIGNATTI,2,0.0031
GIGLIO,2,0.0031
GIBSON,2,0.0031
GIASSON,2,0.0031
GIACOMINI,2,0.0031
PILOTTO,2,0.0031
GIACOMELLI,2,0.0031
PONCE,2,0.0031
GHIGGI,2,0.0031
PITALUGA,2,0.0031
PITANGA,2,0.0031
GAZOLLA,2,0.0031
GAZOLA,2,0.0031
PIVETTA,2,0.0031
GAYOSO,2,0.0031
GAUDIO,2,0.0031
GASPARETTO,2,0.0031
POLICARPO,2,0.0031
POMBO,2,0.0031
PUPO,2,0.0031
PUPPIN,2,0.0031
FRANKE,2,0.0031
FAXINA,2,0.0031
FERIGUETTI,2,0.0031
FENSTERSEIFER,2,0.0031
FENERICH,2,0.0031
REDONDO,2,0.0031
FELISMINO,2,0.0031
REGINATTO,2,0.0031
FELGUEIRAS,2,0.0031
REICHERT,2,0.0031
FEIO,2,0.0031
FE,2,0.0031
REINO,2,0.0031
FAVERI,2,0.0031
FERRARO,2,0.0031
REMIGIO,2,0.0031
RENTE,2,0.0031
REQUIAO,2,0.0031
RETAMOSO,2,0.0031
FARAGO,2,0.0031
FANTONI,2,0.0031
FANTE,2,0.0031
FALEIROS,2,0.0031
RICCI,2,0.0031
FALCON,2,0.0031
FADEL,2,0.0031
FERRAO,2,0.0031
RE,2,0.0031
FRANCK,2,0.0031
RABONI,2,0.0031
PY,2,0.0031
QUELHAS,2,0.0031
QUERINO,2,0.0031
FORSTER,2,0.0031
FORNARI,2,0.0031
QUINTANS,2,0.0031
QUINTINO,2,0.0031
FONTINELE,2,0.0031
FONTANIVE,2,0.0031
FOLETTO,2,0.0031
RABBANI,2,0.0031
FLAESCHEN,2,0.0031
FERRER,2,0.0031
FLACH,2,0.0031
RAIOL,2,0.0031
FIRMO,2,0.0031
FIRMEZA,2,0.0031
RAMIREZ,2,0.0031
RAMIRO,2,0.0031
RAMON,2,0.0031
FIONTINA,2,0.0031
RAUBER,2,0.0031
RAUEN,2,0.0031
RAVAGNANI,2,0.0031
GOBATTO,2,0.0031
GOEBEL,2,0.0031
ORSI,2,0.0031
GOEDERT,2,0.0031
PANCERI,2,0.0031
PANTALEAO,2,0.0031
PARA,2,0.0031
HERINGER,2,0.0031
PARAISO,2,0.0031
PARANAGUA,2,0.0031
PARANAIBA,2,0.0031
PAREDES,2,0.0031
HEIZER,2,0.0031
PARIZOTTO,2,0.0031
PARNES,2,0.0031
HEDLER,2,0.0031
HECKTHEUER,2,0.0031
PARRELA,2,0.0031
PARRIAO,2,0.0031
HASHIMOTO,2,0.0031
PASSAGEM,2,0.0031
PASSAMANI,2,0.0031
PASTORE,2,0.0031
PASTORIZA,2,0.0031
HANSEN,2,0.0031
HALLAL,2,0.0031
HAK,2,0.0031
PAUFERRO,2,0.0031
PAULETTO,2,0.0031
PAMPONET,2,0.0031
PALUDO,2,0.0031
PALOMO,2,0.0031
IBIAPINO,2,0.0031
INOUE,2,0.0031
ORTIS,2,0.0031
OSHIRO,2,0.0031
IMPROISE,2,0.0031
OSTERNO,2,0.0031
IKEDA,2,0.0031
II,2,0.0031
OTERO,2,0.0031
IGNACIO,2,0.0031
IERVOLINO,2,0.0031
IBRAHIM,2,0.0031
IBIAPINA,2,0.0031
HOLLANDA,2,0.0031
OZORIO,2,0.0031
PACHA,2,0.0031
HUGUENIN,2,0.0031
PADOVAN,2,0.0031
PAGANOTTI,2,0.0031
PAGLIA,2,0.0031
HORNINK,2,0.0031
PALACIO,2,0.0031
HORAS,2,0.0031
PALAU,2,0.0031
PALHEIRO,2,0.0031
HADAD,2,0.0031
PAULON,2,0.0031
GUSTAVO,2,0.0031
GOULARTE,2,0.0031
PEROBELLI,2,0.0031
PEROSA,2,0.0031
GRATAO,2,0.0031
PETERSEN,2,0.0031
PETRI,2,0.0031
GRACIOLI,2,0.0031
GRACAS,2,0.0031
GRABOIS,2,0.0031
PETRIS,2,0.0031
PETRONILHO,2,0.0031
GOVEIA,2,0.0031
PETRUS,2,0.0031
PERFEITO,2,0.0031
PETRY,2,0.0031
GOTELIPE,2,0.0031
GOSSLER,2,0.0031
GOSS,2,0.0031
GORLA,2,0.0031
GORDO,2,0.0031
PIANTAVINHA,2,0.0031
PIASSABUSSU,2,0.0031
PIAZ,2,0.0031
GOLDENSTEIN,2,0.0031
GOIDANICH,2,0.0031
PERINI,2,0.0031
GRIJO,2,0.0031
GUSMAN,2,0.0031
GUBERT,2,0.0031
GURJAO,2,0.0031
PAZETTO,2,0.0031
PAZZINI,2,0.0031
GULARTE,2,0.0031
GUIZZARDI,2,0.0031
PECORA,2,0.0031
PEDRA,2,0.0031
GUIDO,2,0.0031
GUERIOS,2,0.0031
PEIXE,2,0.0031
GUEIROS,2,0.0031
GUAZINA,2,0.0031
GRILLI,2,0.0031
SEIDEL,2,0.0031
PELLEGRINI,2,0.0031
PELLEGRINO,2,0.0031
GUARANHO,2,0.0031
GUADAGNIN,2,0.0031
PENALVA,2,0.0031
GRUBERIO,2,0.0031
PEPE,2,0.0031
PERALTA,2,0.0031
GRIMALDI,2,0.0031
GRILLO,2,0.0031
GUARNIER,2,0.0031
DURANS,2,0.0031
BELEM,2,0.0031
CAYRES,2,0.0031
VERGARA,2,0.0031
SIRQUEIRA,2,0.0031
BENEDETTI,2,0.0031
BORTOLINI,2,0.0031
BORTOLI,2,0.0031
AMORETTI,2,0.0031
VERLY,2,0.0031
AMORAS,2,0.0031
AMOEDO,2,0.0031
BENEVENUTO,2,0.0031
SIMONI,2,0.0031
YOSHIDA,2,0.0031
SIMONASSI,2,0.0031
BARTH,2,0.0031
VALINO,2,0.0031
BORSATO,2,0.0031
VIVEIROS,2,0.0031
TERRAZAS,2,0.0031
BENFICA,2,0.0031
VIVAS,2,0.0031
VALGAS,2,0.0031
CAVASSANI,2,0.0031
STRAPAZZON,2,0.0031
AMBROZEVICIUS,2,0.0031
TERNES,2,0.0031
YAMAGUTI,2,0.0031
ANDERSON,2,0.0031
YAMADA,2,0.0031
BRONDANI,2,0.0031
CASTANHA,2,0.0031
CAON,2,0.0031
BELTRAMI,2,0.0031
VOLPE,2,0.0031
ATANAZIO,2,0.0031
CASTANHO,2,0.0031
VOLPATO,2,0.0031
BOSCO,2,0.0031
ANDRETTA,2,0.0031
CASTELAN,2,0.0031
ANDRES,2,0.0031
CASTELLANELLI,2,0.0031
BARTZ,2,0.0031
VEREDIANO,2,0.0031
BEMERGUY,2,0.0031
VALVERDE,2,0.0031
VOGAS,2,0.0031
ANDREATA,2,0.0031
TOMASI,2,0.0031
TESCH,2,0.0031
SIVIERO,2,0.0031
CATALDI,2,0.0031
BOSAIPO,2,0.0031
STOCCHERO,2,0.0031
BENITES,2,0.0031
AVANCINI,2,0.0031
ANGELIS,2,0.0031
AVO,2,0.0031
ALSINA,2,0.0031
BARQUETTE,2,0.0031
CERDEIRA,2,0.0031
CEREJA,2,0.0031
SUDRE,2,0.0031
BARONE,2,0.0031
CERETTA,2,0.0031
VACCARELLI,2,0.0031
ALMENDRA,2,0.0031
VESCOVI,2,0.0031
CAMUEZA,2,0.0031
SUGUIURA,2,0.0031
BACURAU,2,0.0031
SHOCKNESS,2,0.0031
BADARO,2,0.0031
BONOMO,2,0.0031
BERNAL,2,0.0031
TORRINHA,2,0.0031
TORT,2,0.0031
ALFAIA,2,0.0031
BERNARDELLI,2,0.0031
TOSATTI,2,0.0031
BERNARDI,2,0.0031
CESARO,2,0.0031
ALEXANDRINO,2,0.0031
ALT,2,0.0031
TORMEN,2,0.0031
TEMOTEO,2,0.0031
BERG,2,0.0031
CANELA,2,0.0031
BERALDO,2,0.0031
CANEDO,2,0.0031
CECILIA,2,0.0031
SILOS,2,0.0031
AYALA,2,0.0031
TONIN,2,0.0031
BERBERT,2,0.0031
CEIA,2,0.0031
VITORIANO,2,0.0031
BARRETTO,2,0.0031
VERSIANI,2,0.0031
BACHMANN,2,0.0031
VAL,2,0.0031
BUAS,2,0.0031
ZAIRE,2,0.0031
CANDEIAS,2,0.0031
STURMER,2,0.0031
BARREIROS,2,0.0031
AREAS,2,0.0031
BERGAMO,2,0.0031
CELLA,2,0.0031
VAGO,2,0.0031
CENDON,2,0.0031
BASSANI,2,0.0031
BASTO,2,0.0031
UTZIG,2,0.0031
BRIDI,2,0.0031
VELASCO,2,0.0031
WELTER,2,0.0031
ARARUNA,2,0.0031
TIAGO,2,0.0031
SPAGNOL,2,0.0031
WERLE,2,0.0031
SPADA,2,0.0031
TIMM,2,0.0031
VEGA,2,0.0031
STAIGER,2,0.0031
BAYER,2,0.0031
BRANCHER,2,0.0031
ARALDI,2,0.0031
WERMELINGER,2,0.0031
WERNZ,2,0.0031
ARABE,2,0.0031
APRIGIO,2,0.0031
CARDENAS,2,0.0031
THORPE,2,0.0031
APARICIO,2,0.0031
CARRICO,2,0.0031
ARMANDO,2,0.0031
CARRILHO,2,0.0031
THOME,2,0.0031
WIESE,2,0.0031
VENCESLAU,2,0.0031
BEDE,2,0.0031
ARIMATEA,2,0.0031
BREDARIOL,2,0.0031
BEATTO,2,0.0031
BRAZIL,2,0.0031
BRAZAO,2,0.0031
BREDA,2,0.0031
SPRICIGO,2,0.0031
BRAVIN,2,0.0031
BRAVIM,2,0.0031
CARGNIN,2,0.0031
BECHELANY,2,0.0031
ARDENGHI,2,0.0031
BECK,2,0.0031
CARLO,2,0.0031
SPERANDIO,2,0.0031
TIEPPO,2,0.0031
BECKENKAMP,2,0.0031
TIETZ,2,0.0031
VELLASCO,2,0.0031
ARGUELLO,2,0.0031
BECKMAN,2,0.0031
CARMES,2,0.0031
TILLMANN,2,0.0031
VENCATO,2,0.0031
STABILE,2,0.0031
BRANDT,2,0.0031
ARNAUD,2,0.0031
BRIGIDO,2,0.0031
